Sample1	Sample2	GSE70138-Knockdown_96h
TA.KD007_HT29_96H:TRCN0000044571:4	TA.KD007_HT29_96H:TRCN0000044568:4	0.1314
TA.KD007_HT29_96H:TRCN0000044569:4	TA.KD007_HT29_96H:TRCN0000044568:4	-0.0586
TA.KD007_DLD1_96H:TRCN0000430158:4	TA.KD007_DLD1_96H:TRCN0000038389:4	0.1048
TA.KD007_HT29_96H:TRCN0000038389:4	TA.KD007_HT29_96H:TRCN0000038392:4	0.1104
TA.KD007_HT29_96H:TRCN0000038389:4	TA.KD007_HT29_96H:TRCN0000430158:4	-0.0419
TA.KD007_HT29_96H:TRCN0000038392:4	TA.KD007_HT29_96H:TRCN0000430158:4	0.0053
TAK004_U2OS_96H:TRCN0000154753:1	TAK004_U2OS_96H:TRCN0000152814:1	0.293
TAK004_U2OS_96H:TRCN0000154753:1	TAK004_U2OS_96H:TRCN0000155235:1	-0.1923
TAK004_U2OS_96H:TRCN0000154753:1	TAK004_U2OS_96H:TRCN0000154330:1	0.1823
TAK004_U2OS_96H:TRCN0000154753:1	TAK004_U2OS_96H:TRCN0000154329:1	0.019
TAK004_U2OS_96H:TRCN0000154753:1	TAK004_U2OS_96H:TRCN0000155487:1	-0.1719
TAK004_U2OS_96H:TRCN0000154753:1	TAK004_U2OS_96H:TRCN0000154866:1	-0.2404
TAK004_U2OS_96H:TRCN0000154753:1	TAK004_U2OS_96H:TRCN0000155281:1	0.3035
TAK004_U2OS_96H:TRCN0000154753:1	TAK004_U2OS_96H:TRCN0000154516:1	0.2685
TAK004_U2OS_96H:TRCN0000152814:1	TAK004_U2OS_96H:TRCN0000155235:1	-0.0384
TAK004_U2OS_96H:TRCN0000152814:1	TAK004_U2OS_96H:TRCN0000154330:1	0.1874
TAK004_U2OS_96H:TRCN0000152814:1	TAK004_U2OS_96H:TRCN0000154329:1	0.076
TAK004_U2OS_96H:TRCN0000152814:1	TAK004_U2OS_96H:TRCN0000155487:1	-0.0176
TAK004_U2OS_96H:TRCN0000152814:1	TAK004_U2OS_96H:TRCN0000154866:1	-0.1591
TAK004_U2OS_96H:TRCN0000152814:1	TAK004_U2OS_96H:TRCN0000155281:1	0.2503
TAK004_U2OS_96H:TRCN0000152814:1	TAK004_U2OS_96H:TRCN0000154516:1	0.2362
TAK004_U2OS_96H:TRCN0000155235:1	TAK004_U2OS_96H:TRCN0000154330:1	-0.0246
TAK004_U2OS_96H:TRCN0000155235:1	TAK004_U2OS_96H:TRCN0000154329:1	0.1258
TAK004_U2OS_96H:TRCN0000155235:1	TAK004_U2OS_96H:TRCN0000155487:1	0.2095
TAK004_U2OS_96H:TRCN0000155235:1	TAK004_U2OS_96H:TRCN0000154866:1	0.1808
TAK004_U2OS_96H:TRCN0000155235:1	TAK004_U2OS_96H:TRCN0000155281:1	-0.1393
TAK004_U2OS_96H:TRCN0000155235:1	TAK004_U2OS_96H:TRCN0000154516:1	0.0029
TAK004_U2OS_96H:TRCN0000154330:1	TAK004_U2OS_96H:TRCN0000154329:1	-0.0326
TAK004_U2OS_96H:TRCN0000154330:1	TAK004_U2OS_96H:TRCN0000155487:1	-0.1572
TAK004_U2OS_96H:TRCN0000154330:1	TAK004_U2OS_96H:TRCN0000154866:1	-0.1203
TAK004_U2OS_96H:TRCN0000154330:1	TAK004_U2OS_96H:TRCN0000155281:1	0.1491
TAK004_U2OS_96H:TRCN0000154330:1	TAK004_U2OS_96H:TRCN0000154516:1	0.1134
TAK004_U2OS_96H:TRCN0000154329:1	TAK004_U2OS_96H:TRCN0000155487:1	0.0825
TAK004_U2OS_96H:TRCN0000154329:1	TAK004_U2OS_96H:TRCN0000154866:1	0.0437
TAK004_U2OS_96H:TRCN0000154329:1	TAK004_U2OS_96H:TRCN0000155281:1	0.0617
TAK004_U2OS_96H:TRCN0000154329:1	TAK004_U2OS_96H:TRCN0000154516:1	0.0873
TAK004_U2OS_96H:TRCN0000155487:1	TAK004_U2OS_96H:TRCN0000154866:1	0.3324
TAK004_U2OS_96H:TRCN0000155487:1	TAK004_U2OS_96H:TRCN0000155281:1	-0.0883
TAK004_U2OS_96H:TRCN0000155487:1	TAK004_U2OS_96H:TRCN0000154516:1	0.0449
TAK004_U2OS_96H:TRCN0000154866:1	TAK004_U2OS_96H:TRCN0000155281:1	-0.1659
TAK004_U2OS_96H:TRCN0000154866:1	TAK004_U2OS_96H:TRCN0000154516:1	-0.1731
TAK004_U2OS_96H:TRCN0000155281:1	TAK004_U2OS_96H:TRCN0000154516:1	0.2246
TA.KD010_A549_96H:TRCN0000040030:1	TA.KD010_A549_96H:TRCN0000295871:1	-0.068
TA.KD010_A549_96H:TRCN0000040030:1	TA.KD010_A549_96H:TRCN0000288654:1	0.1318
TA.KD010_A549_96H:TRCN0000040030:1	TA.KD010_A549_96H:TRCN0000295816:1	-0.058
TA.KD010_A549_96H:TRCN0000040030:1	TA.KD010_A549_96H:TRCN0000010322:1	-0.0402
TA.KD010_A549_96H:TRCN0000040030:1	TA.KD010_A549_96H:TRCN0000040031:1	0.0703
TA.KD010_A549_96H:TRCN0000040030:1	TA.KD010_A549_96H:TRCN0000040028:1	0.1067
TA.KD010_A549_96H:TRCN0000295871:1	TA.KD010_A549_96H:TRCN0000288654:1	0.0784
TA.KD010_A549_96H:TRCN0000295871:1	TA.KD010_A549_96H:TRCN0000295816:1	0.0073
TA.KD010_A549_96H:TRCN0000295871:1	TA.KD010_A549_96H:TRCN0000010322:1	0.0383
TA.KD010_A549_96H:TRCN0000295871:1	TA.KD010_A549_96H:TRCN0000040031:1	0.0959
TA.KD010_A549_96H:TRCN0000295871:1	TA.KD010_A549_96H:TRCN0000040028:1	0.0293
TA.KD010_A549_96H:TRCN0000288654:1	TA.KD010_A549_96H:TRCN0000295816:1	0.1053
TA.KD010_A549_96H:TRCN0000288654:1	TA.KD010_A549_96H:TRCN0000010322:1	0.0367
TA.KD010_A549_96H:TRCN0000288654:1	TA.KD010_A549_96H:TRCN0000040031:1	0.1944
TA.KD010_A549_96H:TRCN0000288654:1	TA.KD010_A549_96H:TRCN0000040028:1	0.0915
TA.KD010_A549_96H:TRCN0000295816:1	TA.KD010_A549_96H:TRCN0000010322:1	0.0534
TA.KD010_A549_96H:TRCN0000295816:1	TA.KD010_A549_96H:TRCN0000040031:1	-0.0419
TA.KD010_A549_96H:TRCN0000295816:1	TA.KD010_A549_96H:TRCN0000040028:1	0.0277
TA.KD010_A549_96H:TRCN0000010322:1	TA.KD010_A549_96H:TRCN0000040031:1	-0.0482
TA.KD010_A549_96H:TRCN0000010322:1	TA.KD010_A549_96H:TRCN0000040028:1	0.038
TA.KD010_A549_96H:TRCN0000040031:1	TA.KD010_A549_96H:TRCN0000040028:1	0.2866
TA.KD007_DLD1_96H:TRCN0000040031:4	TA.KD007_DLD1_96H:TRCN0000040029:4	0.0221
TA.KD007_DLD1_96H:TRCN0000040031:4	TA.KD007_DLD1_96H:TRCN0000010322:4	-0.1028
TA.KD007_DLD1_96H:TRCN0000040031:4	TA.KD007_DLD1_96H:TRCN0000040032:4	0.1237
TA.KD007_DLD1_96H:TRCN0000040031:4	TA.KD007_DLD1_96H:TRCN0000040028:4	0.2598
TA.KD007_DLD1_96H:TRCN0000040029:4	TA.KD007_DLD1_96H:TRCN0000010322:4	0.0159
TA.KD007_DLD1_96H:TRCN0000040029:4	TA.KD007_DLD1_96H:TRCN0000040032:4	0.0652
TA.KD007_DLD1_96H:TRCN0000040029:4	TA.KD007_DLD1_96H:TRCN0000040028:4	0.0104
TA.KD007_DLD1_96H:TRCN0000010322:4	TA.KD007_DLD1_96H:TRCN0000040032:4	0.1347
TA.KD007_DLD1_96H:TRCN0000010322:4	TA.KD007_DLD1_96H:TRCN0000040028:4	-0.0018
TA.KD007_DLD1_96H:TRCN0000040032:4	TA.KD007_DLD1_96H:TRCN0000040028:4	0.0301
TA.KD007_HT29_96H:TRCN0000040031:4	TA.KD007_HT29_96H:TRCN0000010322:4	-0.1077
TA.KD007_HT29_96H:TRCN0000040031:4	TA.KD007_HT29_96H:TRCN0000040028:4	0.2115
TA.KD007_HT29_96H:TRCN0000010322:4	TA.KD007_HT29_96H:TRCN0000040028:4	0.1581
TA.KD010_A549_96H:TRCN0000380532:1	TA.KD010_A549_96H:TRCN0000015550:1	-0.0586
TA.KD010_A549_96H:TRCN0000380532:1	TA.KD010_A549_96H:TRCN0000380723:1	-0.0348
TA.KD010_A549_96H:TRCN0000380532:1	TA.KD010_A549_96H:TRCN0000380157:1	0.1661
TA.KD010_A549_96H:TRCN0000380532:1	TA.KD010_A549_96H:TRCN0000231101:1	0.1515
TA.KD010_A549_96H:TRCN0000380532:1	TA.KD010_A549_96H:TRCN0000231099:1	-0.03
TA.KD010_A549_96H:TRCN0000015550:1	TA.KD010_A549_96H:TRCN0000380723:1	0.0904
TA.KD010_A549_96H:TRCN0000015550:1	TA.KD010_A549_96H:TRCN0000380157:1	-0.0052
TA.KD010_A549_96H:TRCN0000015550:1	TA.KD010_A549_96H:TRCN0000231101:1	-0.0437
TA.KD010_A549_96H:TRCN0000015550:1	TA.KD010_A549_96H:TRCN0000231099:1	0.112
TA.KD010_A549_96H:TRCN0000380723:1	TA.KD010_A549_96H:TRCN0000380157:1	-0.134
TA.KD010_A549_96H:TRCN0000380723:1	TA.KD010_A549_96H:TRCN0000231101:1	-0.0613
TA.KD010_A549_96H:TRCN0000380723:1	TA.KD010_A549_96H:TRCN0000231099:1	0.0323
TA.KD010_A549_96H:TRCN0000380157:1	TA.KD010_A549_96H:TRCN0000231101:1	0.2329
TA.KD010_A549_96H:TRCN0000380157:1	TA.KD010_A549_96H:TRCN0000231099:1	-0.1358
TA.KD010_A549_96H:TRCN0000231101:1	TA.KD010_A549_96H:TRCN0000231099:1	-0.0117
TA.KD007_DLD1_96H:TRCN0000057073:4	TA.KD007_DLD1_96H:TRCN0000057077:4	0.1105
TA.KD007_HT29_96H:TRCN0000057077:4	TA.KD007_HT29_96H:TRCN0000057073:4	-0.0132
TA.KD007_HT29_96H:TRCN0000057077:4	TA.KD007_HT29_96H:TRCN0000057075:4	-0.0239
TA.KD007_HT29_96H:TRCN0000057077:4	TA.KD007_HT29_96H:TRCN0000057076:4	-0.0611
TA.KD007_HT29_96H:TRCN0000057073:4	TA.KD007_HT29_96H:TRCN0000057075:4	0.0315
TA.KD007_HT29_96H:TRCN0000057073:4	TA.KD007_HT29_96H:TRCN0000057076:4	-0.0011
TA.KD007_HT29_96H:TRCN0000057075:4	TA.KD007_HT29_96H:TRCN0000057076:4	0.1061
TA.KD007_DLD1_96H:TRCN0000286278:4	TA.KD007_DLD1_96H:TRCN0000293663:4	0.0326
TA.KD007_HT29_96H:TRCN0000286278:4	TA.KD007_HT29_96H:TRCN0000293773:4	0.2606
TA.KD007_HT29_96H:TRCN0000286278:4	TA.KD007_HT29_96H:TRCN0000293663:4	-0.0319
TA.KD007_HT29_96H:TRCN0000293773:4	TA.KD007_HT29_96H:TRCN0000293663:4	-0.0928
TA.KD007_DLD1_96H:TRCN0000074646:4	TA.KD007_DLD1_96H:TRCN0000293723:4	0.5367
TA.KD007_DLD1_96H:TRCN0000074646:4	TA.KD007_DLD1_96H:TRCN0000293722:4	0.5144
TA.KD007_DLD1_96H:TRCN0000293723:4	TA.KD007_DLD1_96H:TRCN0000293722:4	0.5168
TA.KD007_HT29_96H:TRCN0000293722:4	TA.KD007_HT29_96H:TRCN0000074643:4	0.3427
TA.KD007_HT29_96H:TRCN0000293722:4	TA.KD007_HT29_96H:TRCN0000293723:4	0.3329
TA.KD007_HT29_96H:TRCN0000293722:4	CGS001_HT29_96H:SRRT:1	0.3468
TA.KD007_HT29_96H:TRCN0000074643:4	TA.KD007_HT29_96H:TRCN0000293723:4	0.2075
TA.KD007_HT29_96H:TRCN0000074643:4	CGS001_HT29_96H:SRRT:1	0.4556
TA.KD007_HT29_96H:TRCN0000293723:4	CGS001_HT29_96H:SRRT:1	0.4052
TA.KD007_DLD1_96H:TRCN0000020840:4	TA.KD007_DLD1_96H:TRCN0000329811:4	-0.0407
TA.KD007_DLD1_96H:TRCN0000020840:4	TA.KD007_DLD1_96H:TRCN0000020842:4	0.1102
TA.KD007_DLD1_96H:TRCN0000329811:4	TA.KD007_DLD1_96H:TRCN0000020842:4	0.0118
TA.KD007_HT29_96H:TRCN0000329888:4	TA.KD007_HT29_96H:TRCN0000329811:4	0.002
TA.KD007_HT29_96H:TRCN0000329888:4	TA.KD007_HT29_96H:TRCN0000020842:4	0.0524
TA.KD007_HT29_96H:TRCN0000329888:4	TA.KD007_HT29_96H:TRCN0000020843:4	0.0714
TA.KD007_HT29_96H:TRCN0000329811:4	TA.KD007_HT29_96H:TRCN0000020842:4	0.1204
TA.KD007_HT29_96H:TRCN0000329811:4	TA.KD007_HT29_96H:TRCN0000020843:4	0.0095
TA.KD007_HT29_96H:TRCN0000020842:4	TA.KD007_HT29_96H:TRCN0000020843:4	0.0154
TA.KD010_A549_96H:TRCN0000331041:1	TA.KD010_A549_96H:TRCN0000145325:1	0.1534
TA.KD010_A549_96H:TRCN0000331041:1	TA.KD010_A549_96H:TRCN0000145344:1	0.0536
TA.KD010_A549_96H:TRCN0000331041:1	TA.KD010_A549_96H:TRCN0000142455:1	0.0536
TA.KD010_A549_96H:TRCN0000331041:1	TA.KD010_A549_96H:TRCN0000330980:1	0.0168
TA.KD010_A549_96H:TRCN0000331041:1	TA.KD010_A549_96H:TRCN0000144949:1	-0.0595
TA.KD010_A549_96H:TRCN0000145325:1	TA.KD010_A549_96H:TRCN0000145344:1	0.1174
TA.KD010_A549_96H:TRCN0000145325:1	TA.KD010_A549_96H:TRCN0000142455:1	0.0302
TA.KD010_A549_96H:TRCN0000145325:1	TA.KD010_A549_96H:TRCN0000330980:1	0.1182
TA.KD010_A549_96H:TRCN0000145325:1	TA.KD010_A549_96H:TRCN0000144949:1	0.0629
TA.KD010_A549_96H:TRCN0000145344:1	TA.KD010_A549_96H:TRCN0000142455:1	0.0979
TA.KD010_A549_96H:TRCN0000145344:1	TA.KD010_A549_96H:TRCN0000330980:1	-0.0495
TA.KD010_A549_96H:TRCN0000145344:1	TA.KD010_A549_96H:TRCN0000144949:1	0.1657
TA.KD010_A549_96H:TRCN0000142455:1	TA.KD010_A549_96H:TRCN0000330980:1	-0.1153
TA.KD010_A549_96H:TRCN0000142455:1	TA.KD010_A549_96H:TRCN0000144949:1	0.1752
TA.KD010_A549_96H:TRCN0000330980:1	TA.KD010_A549_96H:TRCN0000144949:1	-0.0361
TA.KD010_A549_96H:TRCN0000000409:1	TA.KD010_A549_96H:TRCN0000199242:1	-0.0131
TA.KD010_A549_96H:TRCN0000000409:1	TA.KD010_A549_96H:TRCN0000000408:1	0.2397
TA.KD010_A549_96H:TRCN0000000409:1	TA.KD010_A549_96H:TRCN0000000407:1	0.0871
TA.KD010_A549_96H:TRCN0000000409:1	TA.KD010_A549_96H:TRCN0000199913:1	0.0822
TA.KD010_A549_96H:TRCN0000000409:1	TA.KD010_A549_96H:TRCN0000199195:1	0.0207
TA.KD010_A549_96H:TRCN0000000409:1	TA.KD010_A549_96H:TRCN0000195299:1	0.0616
TA.KD010_A549_96H:TRCN0000000409:1	TA.KD010_A549_96H:TRCN0000000411:1	0.1073
TA.KD010_A549_96H:TRCN0000199242:1	TA.KD010_A549_96H:TRCN0000000408:1	0.0043
TA.KD010_A549_96H:TRCN0000199242:1	TA.KD010_A549_96H:TRCN0000000407:1	0.1811
TA.KD010_A549_96H:TRCN0000199242:1	TA.KD010_A549_96H:TRCN0000199913:1	0.0806
TA.KD010_A549_96H:TRCN0000199242:1	TA.KD010_A549_96H:TRCN0000199195:1	0.1247
TA.KD010_A549_96H:TRCN0000199242:1	TA.KD010_A549_96H:TRCN0000195299:1	-0.0187
TA.KD010_A549_96H:TRCN0000199242:1	TA.KD010_A549_96H:TRCN0000000411:1	0.0987
TA.KD010_A549_96H:TRCN0000000408:1	TA.KD010_A549_96H:TRCN0000000407:1	0.0966
TA.KD010_A549_96H:TRCN0000000408:1	TA.KD010_A549_96H:TRCN0000199913:1	0.0238
TA.KD010_A549_96H:TRCN0000000408:1	TA.KD010_A549_96H:TRCN0000199195:1	0.0556
TA.KD010_A549_96H:TRCN0000000408:1	TA.KD010_A549_96H:TRCN0000195299:1	0.2182
TA.KD010_A549_96H:TRCN0000000408:1	TA.KD010_A549_96H:TRCN0000000411:1	0.05
TA.KD010_A549_96H:TRCN0000000407:1	TA.KD010_A549_96H:TRCN0000199913:1	0.0017
TA.KD010_A549_96H:TRCN0000000407:1	TA.KD010_A549_96H:TRCN0000199195:1	0.0592
TA.KD010_A549_96H:TRCN0000000407:1	TA.KD010_A549_96H:TRCN0000195299:1	0.135
TA.KD010_A549_96H:TRCN0000000407:1	TA.KD010_A549_96H:TRCN0000000411:1	0.0854
TA.KD010_A549_96H:TRCN0000199913:1	TA.KD010_A549_96H:TRCN0000199195:1	0.2325
TA.KD010_A549_96H:TRCN0000199913:1	TA.KD010_A549_96H:TRCN0000195299:1	0.0427
TA.KD010_A549_96H:TRCN0000199913:1	TA.KD010_A549_96H:TRCN0000000411:1	0.1927
TA.KD010_A549_96H:TRCN0000199195:1	TA.KD010_A549_96H:TRCN0000195299:1	0.0679
TA.KD010_A549_96H:TRCN0000199195:1	TA.KD010_A549_96H:TRCN0000000411:1	0.0215
TA.KD010_A549_96H:TRCN0000195299:1	TA.KD010_A549_96H:TRCN0000000411:1	0.1569
MUC.KD003_P2X2B2_96H:TRCN0000000697:3	MUC.KD003_P2X2B2_96H:TRCN0000000695:3	-0.0264
TA.KD007_DLD1_96H:TRCN0000053141:4	TA.KD007_DLD1_96H:TRCN0000053138:4	-0.0311
TA.KD007_DLD1_96H:TRCN0000053141:4	TA.KD007_DLD1_96H:TRCN0000310247:4	0.0131
TA.KD007_DLD1_96H:TRCN0000053138:4	TA.KD007_DLD1_96H:TRCN0000310247:4	0.0596
TA.KD007_HT29_96H:TRCN0000310247:4	TA.KD007_HT29_96H:TRCN0000053138:4	0.0234
TA.KD007_HT29_96H:TRCN0000310247:4	TA.KD007_HT29_96H:TRCN0000053141:4	-0.0212
TA.KD007_HT29_96H:TRCN0000310247:4	TA.KD007_HT29_96H:TRCN0000053139:4	0.1385
TA.KD007_HT29_96H:TRCN0000310247:4	TA.KD007_HT29_96H:TRCN0000296689:4	0.0791
TA.KD007_HT29_96H:TRCN0000053138:4	TA.KD007_HT29_96H:TRCN0000053141:4	0.0434
TA.KD007_HT29_96H:TRCN0000053138:4	TA.KD007_HT29_96H:TRCN0000053139:4	0.1828
TA.KD007_HT29_96H:TRCN0000053138:4	TA.KD007_HT29_96H:TRCN0000296689:4	0.0523
TA.KD007_HT29_96H:TRCN0000053141:4	TA.KD007_HT29_96H:TRCN0000053139:4	-0.1093
TA.KD007_HT29_96H:TRCN0000053141:4	TA.KD007_HT29_96H:TRCN0000296689:4	0.1138
TA.KD007_HT29_96H:TRCN0000053139:4	TA.KD007_HT29_96H:TRCN0000296689:4	0.0193
TA.KD007_DLD1_96H:TRCN0000016038:4	TA.KD007_DLD1_96H:TRCN0000285525:4	-0.1527
TA.KD007_DLD1_96H:TRCN0000016038:4	TA.KD007_DLD1_96H:TRCN0000276307:4	0.0655
TA.KD007_DLD1_96H:TRCN0000016038:4	TA.KD007_DLD1_96H:TRCN0000016039:4	0.396
TA.KD007_DLD1_96H:TRCN0000016038:4	TA.KD007_DLD1_96H:TRCN0000016041:4	0.2735
TA.KD007_DLD1_96H:TRCN0000285525:4	TA.KD007_DLD1_96H:TRCN0000276307:4	0.1402
TA.KD007_DLD1_96H:TRCN0000285525:4	TA.KD007_DLD1_96H:TRCN0000016039:4	-0.0953
TA.KD007_DLD1_96H:TRCN0000285525:4	TA.KD007_DLD1_96H:TRCN0000016041:4	0.0069
TA.KD007_DLD1_96H:TRCN0000276307:4	TA.KD007_DLD1_96H:TRCN0000016039:4	0.0111
TA.KD007_DLD1_96H:TRCN0000276307:4	TA.KD007_DLD1_96H:TRCN0000016041:4	0.1564
TA.KD007_DLD1_96H:TRCN0000016039:4	TA.KD007_DLD1_96H:TRCN0000016041:4	0.2271
TA.KD007_HT29_96H:TRCN0000276307:4	TA.KD007_HT29_96H:TRCN0000016041:4	0.102
TA.KD007_HT29_96H:TRCN0000276307:4	TA.KD007_HT29_96H:TRCN0000016038:4	-0.0445
TA.KD007_HT29_96H:TRCN0000276307:4	TA.KD007_HT29_96H:TRCN0000285525:4	0.0825
TA.KD007_HT29_96H:TRCN0000016041:4	TA.KD007_HT29_96H:TRCN0000016038:4	-0.1374
TA.KD007_HT29_96H:TRCN0000016041:4	TA.KD007_HT29_96H:TRCN0000285525:4	0.105
TA.KD007_HT29_96H:TRCN0000016038:4	TA.KD007_HT29_96H:TRCN0000285525:4	0.0508
TA.KD007_DLD1_96H:TRCN0000078060:4	TA.KD007_DLD1_96H:TRCN0000078059:4	0.0917
TA.KD007_HT29_96H:TRCN0000078058:4	TA.KD007_HT29_96H:TRCN0000078060:4	0.1643
TA.KD007_HT29_96H:TRCN0000078058:4	TA.KD007_HT29_96H:TRCN0000078059:4	0.0944
TA.KD007_HT29_96H:TRCN0000078058:4	TA.KD007_HT29_96H:TRCN0000078062:4	0.1293
TA.KD007_HT29_96H:TRCN0000078060:4	TA.KD007_HT29_96H:TRCN0000078059:4	0.0541
TA.KD007_HT29_96H:TRCN0000078060:4	TA.KD007_HT29_96H:TRCN0000078062:4	0.0666
TA.KD007_HT29_96H:TRCN0000078059:4	TA.KD007_HT29_96H:TRCN0000078062:4	0.0723
TA.KD007_HT29_96H:TRCN0000005076:4	TA.KD007_HT29_96H:TRCN0000005079:4	0.0092
TA.KD007_HT29_96H:TRCN0000005076:4	TA.KD007_HT29_96H:TRCN0000005077:4	-0.0375
TA.KD007_HT29_96H:TRCN0000005076:4	TA.KD007_HT29_96H:TRCN0000005078:4	0.0629
TA.KD007_HT29_96H:TRCN0000005079:4	TA.KD007_HT29_96H:TRCN0000005077:4	0.1239
TA.KD007_HT29_96H:TRCN0000005079:4	TA.KD007_HT29_96H:TRCN0000005078:4	-0.0191
TA.KD007_HT29_96H:TRCN0000005077:4	TA.KD007_HT29_96H:TRCN0000005078:4	0.1028
TA.KD007_DLD1_96H:SHTCF7L2_545:4	TA.KD007_DLD1_96H:SHTCF7L2_1615:4	0.1123
TA.KD007_DLD1_96H:SHTCF7L2_545:4	TA.KD007_DLD1_96H:SHTCF7L2_1544:4	0.0268
TA.KD007_DLD1_96H:SHTCF7L2_1615:4	TA.KD007_DLD1_96H:SHTCF7L2_1544:4	0.0769
TA.KD007_HT29_96H:SHTCF7L2_1615:4	TA.KD007_HT29_96H:SHTCF7L2_2434:4	0.0592
TA.KD007_HT29_96H:SHTCF7L2_1615:4	TA.KD007_HT29_96H:SHTCF7L2_545:4	0.1468
TA.KD007_HT29_96H:SHTCF7L2_2434:4	TA.KD007_HT29_96H:SHTCF7L2_545:4	0.1288
TA.KD007_HT29_96H:TRCN0000015798:4	TA.KD007_HT29_96H:TRCN0000015800:4	0.2867
TA.KD007_HT29_96H:TRCN0000015798:4	TA.KD007_HT29_96H:TRCN0000015799:4	0.1488
TA.KD007_HT29_96H:TRCN0000015798:4	TA.KD007_HT29_96H:TRCN0000015801:4	0.2973
TA.KD007_HT29_96H:TRCN0000015800:4	TA.KD007_HT29_96H:TRCN0000015799:4	0.1612
TA.KD007_HT29_96H:TRCN0000015800:4	TA.KD007_HT29_96H:TRCN0000015801:4	0.2469
TA.KD007_HT29_96H:TRCN0000015799:4	TA.KD007_HT29_96H:TRCN0000015801:4	0.071
TA.KD007_HT29_96H:TRCN0000426430:4	TA.KD007_HT29_96H:TRCN0000013205:4	0.0662
TA.KD007_HT29_96H:TRCN0000426430:4	TA.KD007_HT29_96H:TRCN0000013207:4	-0.0176
TA.KD007_HT29_96H:TRCN0000426430:4	TA.KD007_HT29_96H:TRCN0000013203:4	0.082
TA.KD007_HT29_96H:TRCN0000013205:4	TA.KD007_HT29_96H:TRCN0000013207:4	0.0089
TA.KD007_HT29_96H:TRCN0000013205:4	TA.KD007_HT29_96H:TRCN0000013203:4	-0.0404
TA.KD007_HT29_96H:TRCN0000013207:4	TA.KD007_HT29_96H:TRCN0000013203:4	0.0615
TA.KD007_HT29_96H:TRCN0000015876:4	TA.KD007_HT29_96H:TRCN0000015875:4	0.0184
TA.KD009_A549_96H:TRCN0000180780:1	TA.KD009_A549_96H:TRCN0000219794:1	0.0564
TA.KD009_A549_96H:TRCN0000180780:1	TA.KD009_A549_96H:TRCN0000219795:1	0.1669
TA.KD009_A549_96H:TRCN0000180780:1	TA.KD009_A549_96H:TRCN0000240466:1	-0.0949
TA.KD009_A549_96H:TRCN0000180780:1	TA.KD009_A549_96H:TRCN0000180472:1	0.1615
TA.KD009_A549_96H:TRCN0000180780:1	TA.KD009_A549_96H:TRCN0000179552:1	0.0048
TA.KD009_A549_96H:TRCN0000180780:1	TA.KD009_A549_96H:TRCN0000240464:1	0.0258
TA.KD009_A549_96H:TRCN0000180780:1	TA.KD009_A549_96H:TRCN0000240465:1	-0.006
TA.KD009_A549_96H:TRCN0000219794:1	TA.KD009_A549_96H:TRCN0000219795:1	0.0651
TA.KD009_A549_96H:TRCN0000219794:1	TA.KD009_A549_96H:TRCN0000240466:1	0.0681
TA.KD009_A549_96H:TRCN0000219794:1	TA.KD009_A549_96H:TRCN0000180472:1	0.0075
TA.KD009_A549_96H:TRCN0000219794:1	TA.KD009_A549_96H:TRCN0000179552:1	-0.0482
TA.KD009_A549_96H:TRCN0000219794:1	TA.KD009_A549_96H:TRCN0000240464:1	-0.1331
TA.KD009_A549_96H:TRCN0000219794:1	TA.KD009_A549_96H:TRCN0000240465:1	-0.0863
TA.KD009_A549_96H:TRCN0000219795:1	TA.KD009_A549_96H:TRCN0000240466:1	0.0333
TA.KD009_A549_96H:TRCN0000219795:1	TA.KD009_A549_96H:TRCN0000180472:1	0.2372
TA.KD009_A549_96H:TRCN0000219795:1	TA.KD009_A549_96H:TRCN0000179552:1	0.0469
TA.KD009_A549_96H:TRCN0000219795:1	TA.KD009_A549_96H:TRCN0000240464:1	-0.0589
TA.KD009_A549_96H:TRCN0000219795:1	TA.KD009_A549_96H:TRCN0000240465:1	-0.0284
TA.KD009_A549_96H:TRCN0000240466:1	TA.KD009_A549_96H:TRCN0000180472:1	0.1334
TA.KD009_A549_96H:TRCN0000240466:1	TA.KD009_A549_96H:TRCN0000179552:1	0.1723
TA.KD009_A549_96H:TRCN0000240466:1	TA.KD009_A549_96H:TRCN0000240464:1	-0.1466
TA.KD009_A549_96H:TRCN0000240466:1	TA.KD009_A549_96H:TRCN0000240465:1	-0.0333
TA.KD009_A549_96H:TRCN0000180472:1	TA.KD009_A549_96H:TRCN0000179552:1	0.0679
TA.KD009_A549_96H:TRCN0000180472:1	TA.KD009_A549_96H:TRCN0000240464:1	-0.0776
TA.KD009_A549_96H:TRCN0000180472:1	TA.KD009_A549_96H:TRCN0000240465:1	-0.0085
TA.KD009_A549_96H:TRCN0000179552:1	TA.KD009_A549_96H:TRCN0000240464:1	-0.0564
TA.KD009_A549_96H:TRCN0000179552:1	TA.KD009_A549_96H:TRCN0000240465:1	-0.0485
TA.KD009_A549_96H:TRCN0000240464:1	TA.KD009_A549_96H:TRCN0000240465:1	0.2352
TA.KD007_DLD1_96H:TRCN0000072336:4	TA.KD007_DLD1_96H:TRCN0000072334:4	0.1181
TA.KD007_DLD1_96H:TRCN0000072336:4	TA.KD007_DLD1_96H:TRCN0000286381:4	-0.0206
TA.KD007_DLD1_96H:TRCN0000072334:4	TA.KD007_DLD1_96H:TRCN0000286381:4	0.049
