Sample1	Sample2	Jaccard	Pearson	Spearman	Cosine_diffshRNA
TA.KD009_A549_96H:TRCN0000059091:1	TA.KD009_A549_96H:TRCN0000059092:1	0.4959	-0.0473	-0.049	-0.0442
TA.KD009_A549_96H:TRCN0000358749:1	TA.KD009_A549_96H:TRCN0000344652:1	0.5153	0.0985	0.0856	0.1
TA.KD009_A549_96H:TRCN0000358749:1	TA.KD009_A549_96H:TRCN0000059092:1	0.4775	-0.0554	-0.0817	-0.0513
TA.KD009_A549_96H:TRCN0000344652:1	TA.KD009_A549_96H:TRCN0000059092:1	0.5286	0.1161	0.1195	0.1182
EKW001_PC3_120H:TRCN0000291125:2	EKW001_PC3_120H:TRCN0000118905:2	0.5225	0.0862	0.0391	0.0896
EKW001_PC3_120H:TRCN0000291125:2	EKW001_PC3_120H:TRCN0000296796:2	0.4714	-0.0401	-0.0872	-0.0387
EKW001_PC3_120H:TRCN0000118905:2	EKW001_PC3_120H:TRCN0000296796:2	0.5051	0.0628	0.0479	0.0643
EKW001_SHSY5Y_120H:TRCN0000291125:2	EKW001_SHSY5Y_120H:TRCN0000118905:2	0.4407	-0.0376	-0.129	-0.0376
EKW001_SHSY5Y_120H:TRCN0000291125:2	EKW001_SHSY5Y_120H:TRCN0000296796:2	0.4806	0.1012	0.0163	0.1011
EKW001_SHSY5Y_120H:TRCN0000118905:2	EKW001_SHSY5Y_120H:TRCN0000296796:2	0.5613	0.1707	0.1995	0.1709
TA.KD009_A549_96H:TRCN0000013717:1	TA.KD009_A549_96H:TRCN0000218254:1	0.5654	0.1313	0.1616	0.1339
TA.KD009_A549_96H:TRCN0000013717:1	TA.KD009_A549_96H:TRCN0000013715:1	0.4888	0.049	0.0324	0.0505
TA.KD009_A549_96H:TRCN0000013717:1	TA.KD009_A549_96H:TRCN0000229648:1	0.6022	0.2123	0.2343	0.2133
TA.KD009_A549_96H:TRCN0000013717:1	TA.KD009_A549_96H:TRCN0000013716:1	0.5706	0.1557	0.1809	0.1569
TA.KD009_A549_96H:TRCN0000013717:1	TA.KD009_A549_96H:TRCN0000013713:1	0.4703	-0.0569	-0.1179	-0.0526
TA.KD009_A549_96H:TRCN0000013717:1	TA.KD009_A549_96H:TRCN0000013714:1	0.6155	0.211	0.2283	0.2138
TA.KD009_A549_96H:TRCN0000013717:1	TA.KD009_A549_96H:TRCN0000229649:1	0.408	-0.1514	-0.2366	-0.149
TA.KD009_A549_96H:TRCN0000218254:1	TA.KD009_A549_96H:TRCN0000013715:1	0.4673	-0.0403	-0.0428	-0.038
TA.KD009_A549_96H:TRCN0000218254:1	TA.KD009_A549_96H:TRCN0000229648:1	0.593	0.1887	0.2373	0.19
TA.KD009_A549_96H:TRCN0000218254:1	TA.KD009_A549_96H:TRCN0000013716:1	0.5061	0.0237	0.0097	0.0257
TA.KD009_A549_96H:TRCN0000218254:1	TA.KD009_A549_96H:TRCN0000013713:1	0.5153	0.026	0.041	0.0314
TA.KD009_A549_96H:TRCN0000218254:1	TA.KD009_A549_96H:TRCN0000013714:1	0.5511	0.0696	0.1108	0.0745
TA.KD009_A549_96H:TRCN0000218254:1	TA.KD009_A549_96H:TRCN0000229649:1	0.4192	-0.1112	-0.1754	-0.1078
TA.KD009_A549_96H:TRCN0000013715:1	TA.KD009_A549_96H:TRCN0000229648:1	0.502	0.0493	0.0283	0.0502
TA.KD009_A549_96H:TRCN0000013715:1	TA.KD009_A549_96H:TRCN0000013716:1	0.5624	0.1938	0.2226	0.1947
TA.KD009_A549_96H:TRCN0000013715:1	TA.KD009_A549_96H:TRCN0000013713:1	0.4867	-0.0804	-0.0869	-0.0771
TA.KD009_A549_96H:TRCN0000013715:1	TA.KD009_A549_96H:TRCN0000013714:1	0.499	0.0148	-0.0098	0.0175
TA.KD009_A549_96H:TRCN0000013715:1	TA.KD009_A549_96H:TRCN0000229649:1	0.4796	-0.0324	-0.0441	-0.0308
TA.KD009_A549_96H:TRCN0000229648:1	TA.KD009_A549_96H:TRCN0000013716:1	0.5389	0.1358	0.1207	0.1366
TA.KD009_A549_96H:TRCN0000229648:1	TA.KD009_A549_96H:TRCN0000013713:1	0.4724	-0.1109	-0.0938	-0.1082
TA.KD009_A549_96H:TRCN0000229648:1	TA.KD009_A549_96H:TRCN0000013714:1	0.5675	0.111	0.125	0.1127
TA.KD009_A549_96H:TRCN0000229648:1	TA.KD009_A549_96H:TRCN0000229649:1	0.3967	-0.145	-0.2202	-0.1436
TA.KD009_A549_96H:TRCN0000013716:1	TA.KD009_A549_96H:TRCN0000013713:1	0.4581	-0.0591	-0.0953	-0.056
TA.KD009_A549_96H:TRCN0000013716:1	TA.KD009_A549_96H:TRCN0000013714:1	0.5112	0.0543	0.0357	0.0568
TA.KD009_A549_96H:TRCN0000013716:1	TA.KD009_A549_96H:TRCN0000229649:1	0.4898	-0.0161	-0.0647	-0.0146
TA.KD009_A549_96H:TRCN0000013713:1	TA.KD009_A549_96H:TRCN0000013714:1	0.5123	0.0582	0.0378	0.0648
TA.KD009_A549_96H:TRCN0000013713:1	TA.KD009_A549_96H:TRCN0000229649:1	0.4877	0.0083	-0.0286	0.0122
TA.KD009_A549_96H:TRCN0000013714:1	TA.KD009_A549_96H:TRCN0000229649:1	0.3793	-0.2154	-0.267	-0.2107
TAK004_U2OS_96H:TRCN0000013573:1	TAK004_U2OS_96H:TRCN0000013577:1	0.411	0.0491	-0.0982	0.0489
TAK004_U2OS_96H:TRCN0000013573:1	TAK004_U2OS_96H:TRCN0000013574:1	0.3988	-0.0944	-0.2127	-0.0921
TAK004_U2OS_96H:TRCN0000013577:1	TAK004_U2OS_96H:TRCN0000013574:1	0.637	0.3442	0.3676	0.3428
TAK004_U2OS_96H:TRCN0000150940:1	TAK004_U2OS_96H:TRCN0000330395:1	0.5051	0.2296	0.1512	0.2296
TA.KD009_A549_96H:TRCN0000195474:1	TA.KD009_A549_96H:TRCN0000038657:1	0.5429	0.1135	0.0866	0.1148
TA.KD009_A549_96H:TRCN0000195474:1	TA.KD009_A549_96H:TRCN0000194686:1	0.4898	-0.0366	-0.0893	-0.0348
TA.KD009_A549_96H:TRCN0000195474:1	TA.KD009_A549_96H:TRCN0000194861:1	0.5092	0.0337	0.0328	0.035
TA.KD009_A549_96H:TRCN0000195474:1	TA.KD009_A549_96H:TRCN0000196661:1	0.5041	0.0203	0.0227	0.022
TA.KD009_A549_96H:TRCN0000195474:1	TA.KD009_A549_96H:TRCN0000039948:1	0.5235	0.1033	0.0932	0.1036
TA.KD009_A549_96H:TRCN0000195474:1	TA.KD009_A549_96H:TRCN0000245106:1	0.5368	0.0876	0.0833	0.0883
TA.KD009_A549_96H:TRCN0000038657:1	TA.KD009_A549_96H:TRCN0000194686:1	0.5092	0.0185	0.0099	0.0231
TA.KD009_A549_96H:TRCN0000038657:1	TA.KD009_A549_96H:TRCN0000194861:1	0.5	0.0336	0.0082	0.037
TA.KD009_A549_96H:TRCN0000038657:1	TA.KD009_A549_96H:TRCN0000196661:1	0.4867	0.0065	-0.0191	0.0113
TA.KD009_A549_96H:TRCN0000038657:1	TA.KD009_A549_96H:TRCN0000039948:1	0.5511	0.1143	0.1118	0.115
TA.KD009_A549_96H:TRCN0000038657:1	TA.KD009_A549_96H:TRCN0000245106:1	0.5174	0.0724	0.076	0.0743
TA.KD009_A549_96H:TRCN0000194686:1	TA.KD009_A549_96H:TRCN0000194861:1	0.4673	-0.0646	-0.0877	-0.0608
TA.KD009_A549_96H:TRCN0000194686:1	TA.KD009_A549_96H:TRCN0000196661:1	0.4254	-0.0904	-0.1935	-0.085
TA.KD009_A549_96H:TRCN0000194686:1	TA.KD009_A549_96H:TRCN0000039948:1	0.4836	0.0417	-0.0149	0.0426
TA.KD009_A549_96H:TRCN0000194686:1	TA.KD009_A549_96H:TRCN0000245106:1	0.5256	0.0788	0.06	0.0807
TA.KD009_A549_96H:TRCN0000194861:1	TA.KD009_A549_96H:TRCN0000196661:1	0.5348	0.0491	0.0626	0.0526
TA.KD009_A549_96H:TRCN0000194861:1	TA.KD009_A549_96H:TRCN0000039948:1	0.5399	0.1634	0.1301	0.1638
TA.KD009_A549_96H:TRCN0000194861:1	TA.KD009_A549_96H:TRCN0000245106:1	0.5286	0.1475	0.1359	0.1488
TA.KD009_A549_96H:TRCN0000196661:1	TA.KD009_A549_96H:TRCN0000039948:1	0.4714	-0.0231	-0.0113	-0.0221
TA.KD009_A549_96H:TRCN0000196661:1	TA.KD009_A549_96H:TRCN0000245106:1	0.5133	0.0947	0.0818	0.0966
TA.KD009_A549_96H:TRCN0000039948:1	TA.KD009_A549_96H:TRCN0000245106:1	0.59	0.2006	0.2248	0.2009
EKW001_PC3_120H:TRCN0000039948:2	EKW001_PC3_120H:TRCN0000194861:2	0.5481	0.1016	0.1129	0.1023
EKW001_PC3_120H:TRCN0000039948:2	EKW001_PC3_120H:TRCN0000195474:2	0.4693	-0.0387	-0.0961	-0.0377
EKW001_PC3_120H:TRCN0000194861:2	EKW001_PC3_120H:TRCN0000195474:2	0.4877	0.0241	0.0104	0.0256
EKW001_SHSY5Y_120H:TRCN0000195474:2	EKW001_SHSY5Y_120H:TRCN0000194861:2	0.5828	0.157	0.1716	0.1574
EKW001_SHSY5Y_120H:TRCN0000195474:2	EKW001_SHSY5Y_120H:TRCN0000039948:2	0.5215	0.1171	0.0993	0.1175
EKW001_SHSY5Y_120H:TRCN0000194861:2	EKW001_SHSY5Y_120H:TRCN0000039948:2	0.5225	0.1105	0.0889	0.1107
EKW001_PC3_120H:TRCN0000039615:2	EKW001_PC3_120H:TRCN0000344499:2	0.5153	0.0743	0.0454	0.0754
EKW001_PC3_120H:TRCN0000039615:2	CGS001_PC3_144H:ATR:2	0.5112	-0.0598	-0.0383	-0.0595
EKW001_PC3_120H:TRCN0000039615:2	CGS001_PC3_96H:ATR:2	0.5297	0.1373	0.0881	0.1386
EKW001_PC3_120H:TRCN0000344499:2	CGS001_PC3_144H:ATR:2	0.545	0.1213	0.1272	0.1217
EKW001_PC3_120H:TRCN0000344499:2	CGS001_PC3_96H:ATR:2	0.6524	0.3358	0.3754	0.3374
EKW001_PC3_120H:TRCN0000003730:2	EKW001_PC3_120H:TRCN0000003732:2	0.5552	0.1406	0.1334	0.1417
EKW001_PC3_120H:TRCN0000003730:2	EKW001_PC3_120H:TRCN0000003729:2	0.635	0.4132	0.4241	0.414
EKW001_PC3_120H:TRCN0000003730:2	CGS001_PC3_120H:ATXN1:2	0.7853	0.7967	0.7834	0.7969
EKW001_PC3_120H:TRCN0000003732:2	EKW001_PC3_120H:TRCN0000003729:2	0.546	0.1348	0.1316	0.1362
EKW001_PC3_120H:TRCN0000003732:2	CGS001_PC3_120H:ATXN1:2	0.6718	0.4845	0.4698	0.4854
EKW001_PC3_120H:TRCN0000003729:2	CGS001_PC3_120H:ATXN1:2	0.774	0.7875	0.7606	0.788
EKW001_SHSY5Y_120H:TRCN0000003732:2	EKW001_SHSY5Y_120H:TRCN0000003729:2	0.5879	0.2298	0.2584	0.2297
EKW001_PC3_120H:TRCN0000061801:2	EKW001_PC3_120H:TRCN0000327919:2	0.4949	0.0422	0.0152	0.0417
EKW001_SHSY5Y_120H:TRCN0000061801:2	EKW001_SHSY5Y_120H:TRCN0000327919:2	0.5767	0.1775	0.2102	0.1778
EKW001_PC3_120H:TRCN0000051321:2	CGS001_PC3_144H:BACE2:2	0.5624	0.2594	0.2318	0.2607
TAK004_U2OS_96H:TRCN0000033500:1	TAK004_U2OS_96H:TRCN0000033502:1	0.4591	0.0024	-0.089	0.0023
TAK004_U2OS_96H:TRCN0000033500:1	TAK004_U2OS_96H:TRCN0000033499:1	0.5726	0.147	0.204	0.1468
TAK004_U2OS_96H:TRCN0000033502:1	TAK004_U2OS_96H:TRCN0000033499:1	0.3364	-0.2738	-0.3918	-0.2724
EKW001_PC3_120H:TRCN0000356325:2	EKW001_PC3_120H:TRCN0000356398:2	0.5941	0.2273	0.2395	0.2288
EKW001_PC3_120H:TRCN0000356325:2	CGS001_PC3_120H:BCL9:2	0.7536	0.7475	0.701	0.748
EKW001_PC3_120H:TRCN0000356398:2	CGS001_PC3_120H:BCL9:2	0.7607	0.7132	0.6919	0.7139
EKW001_SHSY5Y_120H:TRCN0000356325:2	EKW001_SHSY5Y_120H:TRCN0000356398:2	0.6728	0.4547	0.478	0.4558
TA.KD009_A549_96H:TRCN0000033462:1	TA.KD009_A549_96H:TRCN0000236074:1	0.5153	0.0578	0.0412	0.0629
TA.KD009_A549_96H:TRCN0000033462:1	TA.KD009_A549_96H:TRCN0000244243:1	0.4601	-0.0515	-0.077	-0.0479
TA.KD009_A549_96H:TRCN0000033462:1	TA.KD009_A549_96H:TRCN0000236075:1	0.4724	0.022	-0.0724	0.0258
TA.KD009_A549_96H:TRCN0000033462:1	TA.KD009_A549_96H:TRCN0000033461:1	0.5378	0.0784	0.0777	0.0841
TA.KD009_A549_96H:TRCN0000033462:1	TA.KD009_A549_96H:TRCN0000033463:1	0.4908	-0.0381	-0.0389	-0.0359
TA.KD009_A549_96H:TRCN0000236074:1	TA.KD009_A549_96H:TRCN0000244243:1	0.5276	0.0829	0.057	0.0874
TA.KD009_A549_96H:TRCN0000236074:1	TA.KD009_A549_96H:TRCN0000236075:1	0.5235	0.1048	0.0797	0.1098
TA.KD009_A549_96H:TRCN0000236074:1	TA.KD009_A549_96H:TRCN0000033461:1	0.5562	0.1605	0.2067	0.1681
TA.KD009_A549_96H:TRCN0000236074:1	TA.KD009_A549_96H:TRCN0000033463:1	0.4959	0.1003	0.0543	0.1028
TA.KD009_A549_96H:TRCN0000244243:1	TA.KD009_A549_96H:TRCN0000236075:1	0.5808	0.0829	0.135	0.0861
TA.KD009_A549_96H:TRCN0000244243:1	TA.KD009_A549_96H:TRCN0000033461:1	0.4744	-0.0702	-0.0877	-0.0641
TA.KD009_A549_96H:TRCN0000244243:1	TA.KD009_A549_96H:TRCN0000033463:1	0.5716	0.2006	0.222	0.202
TA.KD009_A549_96H:TRCN0000236075:1	TA.KD009_A549_96H:TRCN0000033461:1	0.4867	-0.067	-0.0716	-0.0601
TA.KD009_A549_96H:TRCN0000236075:1	TA.KD009_A549_96H:TRCN0000033463:1	0.499	0.0169	-0.013	0.019
TA.KD009_A549_96H:TRCN0000033461:1	TA.KD009_A549_96H:TRCN0000033463:1	0.5317	0.1759	0.1316	0.1784
EKW001_PC3_120H:TRCN0000371395:2	EKW001_PC3_120H:TRCN0000058208:2	0.4591	-0.0673	-0.0915	-0.0663
EKW001_SHSY5Y_120H:TRCN0000371395:2	EKW001_SHSY5Y_120H:TRCN0000058208:2	0.5583	0.1607	0.144	0.1611
EKW001_PC3_120H:TRCN0000073718:2	CGS001_PC3_144H:BIRC5:2	0.5358	0.1349	0.1132	0.1342
TA.KD010_A549_96H:TRCN0000381659:1	TA.KD010_A549_96H:TRCN0000382327:1	0.5112	0.013	0.0225	0.0153
TA.KD010_A549_96H:TRCN0000381659:1	TA.KD010_A549_96H:TRCN0000382440:1	0.5102	-0.0364	-0.0424	-0.0336
TA.KD010_A549_96H:TRCN0000381659:1	TA.KD010_A549_96H:TRCN0000006292:1	0.5624	0.207	0.1938	0.2081
TA.KD010_A549_96H:TRCN0000381659:1	TA.KD010_A549_96H:TRCN0000195066:1	0.4847	-0.0466	-0.0496	-0.0428
TA.KD010_A549_96H:TRCN0000381659:1	TA.KD010_A549_96H:TRCN0000196918:1	0.5378	0.1067	0.0946	0.1082
TA.KD010_A549_96H:TRCN0000381659:1	TA.KD010_A549_96H:TRCN0000196844:1	0.4928	0.0577	-0.0052	0.0594
TA.KD010_A549_96H:TRCN0000381659:1	TA.KD010_A549_96H:TRCN0000006291:1	0.4959	0.014	0.0024	0.0156
TA.KD010_A549_96H:TRCN0000381659:1	TA.KD010_A549_96H:TRCN0000006289:1	0.5256	0.0183	0.0405	0.0234
TA.KD010_A549_96H:TRCN0000381659:1	TA.KD010_A549_96H:TRCN0000231130:1	0.4581	-0.0429	-0.0924	-0.0414
TA.KD010_A549_96H:TRCN0000382327:1	TA.KD010_A549_96H:TRCN0000382440:1	0.4397	-0.0931	-0.1241	-0.0911
TA.KD010_A549_96H:TRCN0000382327:1	TA.KD010_A549_96H:TRCN0000006292:1	0.5061	0.0331	0.0113	0.0341
TA.KD010_A549_96H:TRCN0000382327:1	TA.KD010_A549_96H:TRCN0000195066:1	0.5276	0.0421	0.0439	0.0445
TA.KD010_A549_96H:TRCN0000382327:1	TA.KD010_A549_96H:TRCN0000196918:1	0.4479	0.0042	-0.0509	0.0054
TA.KD010_A549_96H:TRCN0000382327:1	TA.KD010_A549_96H:TRCN0000196844:1	0.4969	0.0537	0.0346	0.0549
TA.KD010_A549_96H:TRCN0000382327:1	TA.KD010_A549_96H:TRCN0000006291:1	0.4734	-0.042	-0.0845	-0.0409
TA.KD010_A549_96H:TRCN0000382327:1	TA.KD010_A549_96H:TRCN0000006289:1	0.5153	0.0429	0.0499	0.0463
TA.KD010_A549_96H:TRCN0000382327:1	TA.KD010_A549_96H:TRCN0000231130:1	0.4847	0.0218	-0.0215	0.0227
TA.KD010_A549_96H:TRCN0000382440:1	TA.KD010_A549_96H:TRCN0000006292:1	0.4785	-0.0865	-0.0881	-0.0851
TA.KD010_A549_96H:TRCN0000382440:1	TA.KD010_A549_96H:TRCN0000195066:1	0.4959	-0.009	-0.0345	-0.0061
TA.KD010_A549_96H:TRCN0000382440:1	TA.KD010_A549_96H:TRCN0000196918:1	0.4877	0.004	-0.0088	0.0053
TA.KD010_A549_96H:TRCN0000382440:1	TA.KD010_A549_96H:TRCN0000196844:1	0.4458	-0.0648	-0.1214	-0.0633
TA.KD010_A549_96H:TRCN0000382440:1	TA.KD010_A549_96H:TRCN0000006291:1	0.4509	-0.0123	-0.0955	-0.011
TA.KD010_A549_96H:TRCN0000382440:1	TA.KD010_A549_96H:TRCN0000006289:1	0.4785	-0.0332	-0.0312	-0.0289
TA.KD010_A549_96H:TRCN0000382440:1	TA.KD010_A549_96H:TRCN0000231130:1	0.4744	0.0574	-0.039	0.0584
TA.KD010_A549_96H:TRCN0000006292:1	TA.KD010_A549_96H:TRCN0000195066:1	0.5194	0.1039	0.0791	0.1053
TA.KD010_A549_96H:TRCN0000006292:1	TA.KD010_A549_96H:TRCN0000196918:1	0.5389	0.1124	0.1047	0.113
TA.KD010_A549_96H:TRCN0000006292:1	TA.KD010_A549_96H:TRCN0000196844:1	0.5327	0.099	0.1025	0.0998
TA.KD010_A549_96H:TRCN0000006292:1	TA.KD010_A549_96H:TRCN0000006291:1	0.5419	0.0778	0.1085	0.0785
TA.KD010_A549_96H:TRCN0000006292:1	TA.KD010_A549_96H:TRCN0000006289:1	0.5757	0.1023	0.1414	0.1042
TA.KD010_A549_96H:TRCN0000006292:1	TA.KD010_A549_96H:TRCN0000231130:1	0.5082	0.0176	0.0169	0.0182
TA.KD010_A549_96H:TRCN0000195066:1	TA.KD010_A549_96H:TRCN0000196918:1	0.4601	0.007	-0.0561	0.0088
TA.KD010_A549_96H:TRCN0000195066:1	TA.KD010_A549_96H:TRCN0000196844:1	0.4847	0.0361	-0.007	0.038
TA.KD010_A549_96H:TRCN0000195066:1	TA.KD010_A549_96H:TRCN0000006291:1	0.4448	-0.075	-0.1181	-0.0732
TA.KD010_A549_96H:TRCN0000195066:1	TA.KD010_A549_96H:TRCN0000006289:1	0.5256	0.0608	0.066	0.066
TA.KD010_A549_96H:TRCN0000195066:1	TA.KD010_A549_96H:TRCN0000231130:1	0.4499	-0.0623	-0.1125	-0.0607
TA.KD010_A549_96H:TRCN0000196918:1	TA.KD010_A549_96H:TRCN0000196844:1	0.5419	0.14	0.1244	0.1408
TA.KD010_A549_96H:TRCN0000196918:1	TA.KD010_A549_96H:TRCN0000006291:1	0.6288	0.2976	0.3224	0.2982
TA.KD010_A549_96H:TRCN0000196918:1	TA.KD010_A549_96H:TRCN0000006289:1	0.5297	0.1	0.1039	0.1022
TA.KD010_A549_96H:TRCN0000196918:1	TA.KD010_A549_96H:TRCN0000231130:1	0.5583	0.1553	0.1438	0.1559
TA.KD010_A549_96H:TRCN0000196844:1	TA.KD010_A549_96H:TRCN0000006291:1	0.6002	0.2241	0.2456	0.2248
TA.KD010_A549_96H:TRCN0000196844:1	TA.KD010_A549_96H:TRCN0000006289:1	0.593	0.2501	0.2636	0.2517
TA.KD010_A549_96H:TRCN0000196844:1	TA.KD010_A549_96H:TRCN0000231130:1	0.5992	0.2263	0.2511	0.2268
TA.KD010_A549_96H:TRCN0000006291:1	TA.KD010_A549_96H:TRCN0000006289:1	0.592	0.1443	0.1908	0.1461
TA.KD010_A549_96H:TRCN0000006291:1	TA.KD010_A549_96H:TRCN0000231130:1	0.6022	0.2469	0.259	0.2474
TA.KD010_A549_96H:TRCN0000006289:1	TA.KD010_A549_96H:TRCN0000231130:1	0.5419	0.0719	0.0862	0.0737
EKW001_PC3_120H:TRCN0000233206:2	EKW001_PC3_120H:TRCN0000019287:2	0.5368	0.0824	0.1023	0.0821
EKW001_PC3_120H:TRCN0000233206:2	EKW001_PC3_120H:TRCN0000019286:2	0.4898	-0.0282	-0.0588	-0.0266
EKW001_PC3_120H:TRCN0000019287:2	EKW001_PC3_120H:TRCN0000019286:2	0.4642	-0.0319	-0.0623	-0.0323
EKW001_SHSY5Y_120H:TRCN0000019287:2	EKW001_SHSY5Y_120H:TRCN0000019286:2	0.5286	0.0918	0.0931	0.0915
EKW001_SHSY5Y_120H:TRCN0000019287:2	EKW001_SHSY5Y_120H:TRCN0000233206:2	0.3926	-0.1162	-0.2245	-0.1168
EKW001_SHSY5Y_120H:TRCN0000019286:2	EKW001_SHSY5Y_120H:TRCN0000233206:2	0.4703	0.0319	-0.0033	0.0327
TA.KD009_A549_96H:TRCN0000021377:1	TA.KD009_A549_96H:TRCN0000199455:1	0.501	0.063	0.0155	0.0656
TA.KD009_A549_96H:TRCN0000021377:1	TA.KD009_A549_96H:TRCN0000021375:1	0.5276	0.0779	0.1109	0.0814
TA.KD009_A549_96H:TRCN0000021377:1	TA.KD009_A549_96H:TRCN0000196574:1	0.4816	-0.0373	-0.0714	-0.0353
TA.KD009_A549_96H:TRCN0000021377:1	TA.KD009_A549_96H:TRCN0000021376:1	0.5307	0.0695	0.0656	0.0714
TA.KD009_A549_96H:TRCN0000021377:1	TA.KD009_A549_96H:TRCN0000195541:1	0.4714	0.0035	-0.0291	0.0065
TA.KD009_A549_96H:TRCN0000021377:1	TA.KD009_A549_96H:TRCN0000021374:1	0.5112	0.0582	0.0495	0.0596
TA.KD009_A549_96H:TRCN0000021377:1	TA.KD009_A549_96H:TRCN0000199822:1	0.5184	0.0504	0.0266	0.0539
TA.KD009_A549_96H:TRCN0000199455:1	TA.KD009_A549_96H:TRCN0000021375:1	0.544	0.0873	0.0824	0.091
TA.KD009_A549_96H:TRCN0000199455:1	TA.KD009_A549_96H:TRCN0000196574:1	0.5654	0.1366	0.1389	0.1385
TA.KD009_A549_96H:TRCN0000199455:1	TA.KD009_A549_96H:TRCN0000021376:1	0.5327	0.0856	0.0993	0.0875
TA.KD009_A549_96H:TRCN0000199455:1	TA.KD009_A549_96H:TRCN0000195541:1	0.5552	0.1429	0.1765	0.1456
TA.KD009_A549_96H:TRCN0000199455:1	TA.KD009_A549_96H:TRCN0000021374:1	0.5603	0.1915	0.1582	0.1928
TA.KD009_A549_96H:TRCN0000199455:1	TA.KD009_A549_96H:TRCN0000199822:1	0.5409	0.1541	0.1373	0.1574
TA.KD009_A549_96H:TRCN0000021375:1	TA.KD009_A549_96H:TRCN0000196574:1	0.5061	0.0576	0.0283	0.0602
TA.KD009_A549_96H:TRCN0000021375:1	TA.KD009_A549_96H:TRCN0000021376:1	0.5266	0.1237	0.0888	0.1261
TA.KD009_A549_96H:TRCN0000021375:1	TA.KD009_A549_96H:TRCN0000195541:1	0.5102	0.0229	0.0274	0.0271
TA.KD009_A549_96H:TRCN0000021375:1	TA.KD009_A549_96H:TRCN0000021374:1	0.4765	0.0004	-0.0322	0.0026
TA.KD009_A549_96H:TRCN0000021375:1	TA.KD009_A549_96H:TRCN0000199822:1	0.4939	0.0113	-0.0139	0.0165
TA.KD009_A549_96H:TRCN0000196574:1	TA.KD009_A549_96H:TRCN0000021376:1	0.4663	-0.0164	-0.0591	-0.0149
TA.KD009_A549_96H:TRCN0000196574:1	TA.KD009_A549_96H:TRCN0000195541:1	0.5337	0.0964	0.0801	0.0984
TA.KD009_A549_96H:TRCN0000196574:1	TA.KD009_A549_96H:TRCN0000021374:1	0.5307	0.1313	0.1223	0.1323
TA.KD009_A549_96H:TRCN0000196574:1	TA.KD009_A549_96H:TRCN0000199822:1	0.5951	0.2387	0.2752	0.2407
TA.KD009_A549_96H:TRCN0000021376:1	TA.KD009_A549_96H:TRCN0000195541:1	0.4928	0.0372	0.0519	0.0393
TA.KD009_A549_96H:TRCN0000021376:1	TA.KD009_A549_96H:TRCN0000021374:1	0.5204	0.1076	0.093	0.1086
TA.KD009_A549_96H:TRCN0000021376:1	TA.KD009_A549_96H:TRCN0000199822:1	0.4949	0.0069	-0.0185	0.0096
TA.KD009_A549_96H:TRCN0000195541:1	TA.KD009_A549_96H:TRCN0000021374:1	0.5757	0.1814	0.1738	0.1827
TA.KD009_A549_96H:TRCN0000195541:1	TA.KD009_A549_96H:TRCN0000199822:1	0.5583	0.153	0.1426	0.1566
TA.KD009_A549_96H:TRCN0000021374:1	TA.KD009_A549_96H:TRCN0000199822:1	0.5552	0.1549	0.1311	0.1565
TA.KD009_A549_96H:TRCN0000355602:1	TA.KD009_A549_96H:TRCN0000226450:1	0.5225	0.0764	0.0665	0.0819
TA.KD009_A549_96H:TRCN0000355602:1	TA.KD009_A549_96H:TRCN0000226451:1	0.4591	-0.0069	-0.0841	-0.0046
TA.KD009_A549_96H:TRCN0000355602:1	TA.KD009_A549_96H:TRCN0000002396:1	0.4877	0.0179	0.0141	0.0203
TA.KD009_A549_96H:TRCN0000355602:1	TA.KD009_A549_96H:TRCN0000226448:1	0.4969	0.0221	0.0218	0.0232
TA.KD009_A549_96H:TRCN0000355602:1	TA.KD009_A549_96H:TRCN0000002397:1	0.5286	0.0288	0.0429	0.0337
TA.KD009_A549_96H:TRCN0000355602:1	TA.KD009_A549_96H:TRCN0000355545:1	0.502	0.0458	0.0	0.0509
TA.KD009_A549_96H:TRCN0000355602:1	TA.KD009_A549_96H:TRCN0000226449:1	0.5378	0.1459	0.0899	0.1494
TA.KD009_A549_96H:TRCN0000226450:1	TA.KD009_A549_96H:TRCN0000226451:1	0.4826	0.0725	0.0012	0.0751
TA.KD009_A549_96H:TRCN0000226450:1	TA.KD009_A549_96H:TRCN0000002396:1	0.4703	0.014	-0.0228	0.017
TA.KD009_A549_96H:TRCN0000226450:1	TA.KD009_A549_96H:TRCN0000226448:1	0.4755	0.0559	-0.0024	0.0571
TA.KD009_A549_96H:TRCN0000226450:1	TA.KD009_A549_96H:TRCN0000002397:1	0.5235	0.137	0.1254	0.1425
TA.KD009_A549_96H:TRCN0000226450:1	TA.KD009_A549_96H:TRCN0000355545:1	0.5215	0.0511	0.0659	0.0575
TA.KD009_A549_96H:TRCN0000226450:1	TA.KD009_A549_96H:TRCN0000226449:1	0.4877	-0.015	-0.025	-0.0096
TA.KD009_A549_96H:TRCN0000226451:1	TA.KD009_A549_96H:TRCN0000002396:1	0.5542	0.1167	0.1392	0.1178
TA.KD009_A549_96H:TRCN0000226451:1	TA.KD009_A549_96H:TRCN0000226448:1	0.6043	0.2068	0.2284	0.2072
TA.KD009_A549_96H:TRCN0000226451:1	TA.KD009_A549_96H:TRCN0000002397:1	0.5726	0.1574	0.1755	0.1593
