drug-sample	target-sample	jaccard	pearson	spearman	cosine
REP.B001_HA1E_24H:G04	CGS001_HA1E_96H:FLT3:1.5	0.4622	-0.0671	-0.0865	-0.0674
REP.B001_HA1E_24H:G01	CGS001_HA1E_96H:FLT3:1.5	0.3609	-0.3147	-0.3459	-0.3139
REP.A001_HA1E_24H:G02	CGS001_HA1E_96H:FLT3:1.5	0.3078	-0.4068	-0.4469	-0.4026
LKCP001_A549_24H:F19	CGS001_A549_96H:FLT3:1	0.4448	-0.093	-0.1128	-0.0932
LKCP001_A549_6H:F19	CGS001_A549_96H:FLT3:1	0.4622	-0.0893	-0.0978	-0.0901
LKCP001_A549_48H:F19	CGS001_A549_96H:FLT3:1	0.3681	-0.3548	-0.3719	-0.3527
REP.A001_MCF7_24H:G02	CGS001_MCF7_96H:NTRK1:2	0.4305	-0.1479	-0.1977	-0.1423
LKCP001_MCF7_48H:F19	CGS001_MCF7_96H:NTRK1:2	0.3845	-0.2596	-0.2794	-0.2594
LKCP001_MCF7_24H:F19	CGS001_MCF7_96H:NTRK1:2	0.411	-0.1995	-0.2258	-0.1965
LKCP001_MCF7_6H:F19	CGS001_MCF7_96H:NTRK1:2	0.4397	-0.1298	-0.1347	-0.1298
REP.B001_HA1E_24H:I03	CGS001_HA1E_96H:MTOR:1.5	0.6207	0.3041	0.2804	0.3037
REP.A001_HA1E_24H:I02	CGS001_HA1E_96H:MTOR:1.5	0.6401	0.3125	0.3261	0.3107
REP.B001_PC3_24H:I01	CGS001_PC3_96H:MTOR:2	0.6667	0.3349	0.3987	0.3354
REP.B001_PC3_24H:I01	CGS001_PC3_144H:MTOR:2	0.4162	-0.2613	-0.2716	-0.2621
REP.B001_HA1E_24H:I01	CGS001_HA1E_96H:MTOR:1.5	0.6227	0.2798	0.301	0.2784
REP.A001_HA1E_24H:I01	CGS001_HA1E_96H:MTOR:1.5	0.6227	0.2576	0.2734	0.2555
CPC004_HA1E_24H:BRD-A29082194-001-02-4:10	CGS001_HA1E_96H:ATP1A1:1.5	0.4693	-0.0202	-0.0252	-0.0201
CPC004_HA1E_6H:BRD-A29082194-001-02-4:10	CGS001_HA1E_96H:ATP1A1:1.5	0.3425	-0.2566	-0.3066	-0.2533
CPC004_MCF7_6H:BRD-A29082194-001-02-4:10	CGS001_MCF7_144H:ATP1A1:2	0.4581	-0.0347	-0.0702	-0.0347
CPC004_MCF7_6H:BRD-A29082194-001-02-4:10	CGS001_MCF7_96H:ATP1A1:2	0.5123	0.1484	0.1115	0.1536
CPC018_MCF7_24H:BRD-A29082194-001-02-4:10	CGS001_MCF7_144H:ATP1A1:2	0.4836	0.0068	-0.0216	0.0068
CPC018_MCF7_24H:BRD-A29082194-001-02-4:10	CGS001_MCF7_96H:ATP1A1:2	0.5276	0.1846	0.1542	0.1846
CPC018_A549_6H:BRD-A29082194-001-02-4:10	CGS001_A549_96H:ATP1A1:1	0.5583	0.1054	0.1341	0.105
CPC018_MCF7_6H:BRD-A29082194-001-02-4:10	CGS001_MCF7_144H:ATP1A1:2	0.4908	0.009	-0.0102	0.0089
CPC018_MCF7_6H:BRD-A29082194-001-02-4:10	CGS001_MCF7_96H:ATP1A1:2	0.5174	0.125	0.1064	0.1308
CPC004_HEPG2_6H:BRD-A29082194-001-02-4:10	CGS001_HEPG2_96H:ATP1A1:1.5	0.6033	0.2021	0.2565	0.1924
CPC002_HA1E_6H:BRD-A30437061-001-02-7:10	CGS001_HA1E_96H:TOP1:1.5	0.6217	0.2827	0.2992	0.2813
CPC002_HA1E_24H:BRD-A30437061-001-02-7:10	CGS001_HA1E_96H:TOP1:1.5	0.6779	0.3502	0.3844	0.347
CPC002_PC3_6H:BRD-A30437061-001-02-7:10	CGS001_PC3_144H:TOP1:2	0.4785	-0.0933	-0.0808	-0.0925
CPC002_VCAP_24H:BRD-A30655177-001-06-6:10	CGS001_VCAP_120H:BTK:5	0.4755	-0.0296	-0.0561	-0.0287
CPC003_HA1E_24H:BRD-A30815329-001-03-0:10	CGS001_HA1E_96H:CACNA1C:1.5	0.5828	0.1526	0.1831	0.1501
REP.A009_PC3_24H:G07	EKW001_PC3_120H:TRCN0000044676:2	0.4888	0.0222	-0.0118	0.0188
REP.A009_PC3_24H:G07	EKW001_PC3_120H:TRCN0000044674:2	0.5092	0.0253	0.0108	0.0234
REP.A009_PC3_24H:G07	EKW001_PC3_120H:TRCN0000044673:2	0.4417	-0.0604	-0.1089	-0.0633
REP.A009_A375_24H:G07	CGS001_A375_96H:CACNA1C:1	0.5808	0.1211	0.1826	0.1272
REP.A009_A375_24H:G07	CGS001_A375_96H:CACNA1D:1	0.4131	-0.0994	-0.191	-0.0972
LKCP002_MCF7_24H:I07	CGS001_MCF7_96H:BTK:2	0.5276	0.0606	0.0742	0.0602
CPC014_HCC515_6H:BRD-A31374339-001-01-9:10	CGS001_HCC515_96H:RRM1:2	0.5082	0.0764	0.0559	0.0761
CPC004_HA1E_6H:BRD-A34806832-001-02-7:10	CGS001_HA1E_96H:ATP1A1:1.5	0.5153	0.0239	0.0642	0.024
HOG002_MCF7_6H:BRD-A35588707-001-04-8:10	CGS001_MCF7_96H:TOP2A:2	0.4294	-0.0949	-0.1511	-0.0953
HOG002_MCF7_24H:BRD-A35588707-001-04-8:10	CGS001_MCF7_96H:TOP2A:2	0.3957	-0.1746	-0.2496	-0.1746
CPC006_MCF7_6H:BRD-A35588707-001-03-0:1.25	CGS001_MCF7_96H:TOP2A:2	0.41	-0.1353	-0.2037	-0.1357
CPC016_MCF7_24H:BRD-A35588707-001-03-0:10	CGS001_MCF7_96H:TOP2A:2	0.3528	-0.3142	-0.3852	-0.3144
CPC004_MCF7_6H:BRD-A35588707-001-03-0:10	CGS001_MCF7_96H:TOP2A:2	0.4121	-0.1817	-0.2196	-0.1825
CPC016_NPC_24H:BRD-A35588707-001-03-0:10	CGS001_NPC_96H:TOP2A:1.5	0.3282	-0.2889	-0.397	-0.2896
ASG002_MCF7_24H:J22	CGS001_MCF7_96H:BTK:2	0.5501	0.1444	0.1391	0.1439
ASG003_MCF7_6H:J07	CGS001_MCF7_96H:BTK:2	0.5532	0.1503	0.1118	0.1514
ASG003_MCF7_48H:J07	CGS001_MCF7_96H:BTK:2	0.5603	0.1057	0.1036	0.1059
ASG003_MCF7_24H:J07	CGS001_MCF7_96H:BTK:2	0.5164	0.076	0.0345	0.0745
LJP002_MCF7_6H:BRD-A35869383-001-01-9:2	CGS001_MCF7_96H:BTK:2	0.5276	0.1462	0.1229	0.1467
CPC006_A375_24H:BRD-A36318220-001-04-7:160	CGS001_A375_96H:RIPK1:1	0.4479	-0.0389	-0.0704	-0.0389
PBIOA018_A375_24H:B20	CGS001_A375_96H:RIPK1:1	0.5869	0.2229	0.2478	0.2228
HOG001_MCF7_24H:BRD-A36630025-001-02-6:11.1	CGS001_MCF7_96H:TOP1:2	0.6258	0.316	0.3313	0.3183
HOG001_MCF7_24H:BRD-A36630025-001-02-6:11.1	CGS001_MCF7_144H:TOP1:2	0.637	0.3428	0.3497	0.3451
HOG001_MCF7_6H:BRD-A36630025-001-02-6:3.7	CGS001_MCF7_96H:TOP1:2	0.4939	0.0326	0.0192	0.0326
HOG001_MCF7_6H:BRD-A36630025-001-02-6:3.7	CGS001_MCF7_144H:TOP1:2	0.4734	0.0486	-0.002	0.0485
HOG001_MCF7_24H:BRD-A36630025-001-02-6:1.2333	CGS001_MCF7_96H:TOP1:2	0.5767	0.2521	0.2317	0.2465
HOG001_MCF7_24H:BRD-A36630025-001-02-6:1.2333	CGS001_MCF7_144H:TOP1:2	0.5501	0.196	0.1684	0.1891
HOG001_MCF7_6H:BRD-A36630025-001-02-6:11.1	CGS001_MCF7_96H:TOP1:2	0.5389	0.0886	0.0836	0.0944
HOG001_MCF7_6H:BRD-A36630025-001-02-6:11.1	CGS001_MCF7_144H:TOP1:2	0.545	0.136	0.1036	0.1428
HOG001_MCF7_24H:BRD-A36630025-001-02-6:3.7	CGS001_MCF7_96H:TOP1:2	0.6207	0.3408	0.3479	0.34
HOG001_MCF7_24H:BRD-A36630025-001-02-6:3.7	CGS001_MCF7_144H:TOP1:2	0.6155	0.3135	0.3225	0.3122
HOG001_MCF7_24H:BRD-A36630025-001-02-6:0.0457	CGS001_MCF7_96H:TOP1:2	0.6166	0.3026	0.3244	0.3054
HOG001_MCF7_24H:BRD-A36630025-001-02-6:0.0457	CGS001_MCF7_144H:TOP1:2	0.636	0.317	0.3685	0.32
HOG001_MCF7_6H:BRD-A36630025-001-02-6:1.2333	CGS001_MCF7_96H:TOP1:2	0.4632	-0.0137	-0.0394	-0.0164
HOG001_MCF7_6H:BRD-A36630025-001-02-6:1.2333	CGS001_MCF7_144H:TOP1:2	0.456	-0.0339	-0.0877	-0.0372
CPC006_HA1E_6H:BRD-A36630025-001-02-6:0.35	CGS001_HA1E_96H:TOP1:1.5	0.6012	0.1439	0.1898	0.1435
CPC006_PC3_6H:BRD-A36630025-001-02-6:0.35	CGS001_PC3_144H:TOP1:2	0.4898	-0.0667	-0.0771	-0.0659
CPC006_MCF7_6H:BRD-A36630025-001-02-6:0.35	CGS001_MCF7_96H:TOP1:2	0.5491	0.0814	0.1061	0.083
CPC006_MCF7_6H:BRD-A36630025-001-02-6:0.35	CGS001_MCF7_144H:TOP1:2	0.5542	0.1408	0.1306	0.1424
CPC005_A549_24H:BRD-A37432947-004-02-5:10	CGS001_A549_96H:CHRM3:1	0.5838	0.1854	0.2003	0.1819
ASG003_MCF7_24H:O20	CGS001_MCF7_96H:TOP2A:2	0.456	-0.0803	-0.1258	-0.0797
ASG003_MCF7_6H:O21	CGS001_MCF7_96H:TOP2A:2	0.411	-0.1581	-0.2226	-0.1572
ASG003_MCF7_24H:O21	CGS001_MCF7_96H:TOP2A:2	0.4213	-0.2049	-0.2401	-0.2044
ASG003_MCF7_6H:O19	CGS001_MCF7_96H:TOP2A:2	0.5051	0.0135	-0.0094	0.0152
CPC006_PC3_6H:BRD-A38030642-001-02-0:10	CGS001_PC3_144H:PPIA:2	0.4744	-0.0826	-0.0529	-0.0828
CPC017_HT29_6H:BRD-A38030642-001-01-2:10	CGS001_HT29_96H:PPIA:1	0.5736	0.1452	0.1766	0.1452
CPC017_MCF7_6H:BRD-A38030642-001-01-2:10	CGS001_MCF7_96H:PPIA:2	0.5092	0.0424	0.0514	0.0423
CPC006_VCAP_6H:BRD-A38030642-001-02-0:10	CGS001_VCAP_120H:PPIA:5	0.5061	0.1021	0.053	0.1006
CPC006_A549_6H:BRD-A38030642-001-02-0:10	CGS001_A549_96H:PPIA:1	0.5368	0.0355	0.0714	0.0351
CPC017_A549_6H:BRD-A38030642-001-01-2:10	CGS001_A549_96H:PPIA:1	0.5757	0.1052	0.1572	0.1052
CPC017_A549_24H:BRD-A38030642-001-01-2:10	CGS001_A549_96H:PPIA:1	0.544	0.1598	0.1253	0.1596
CPC017_MCF7_24H:BRD-A38030642-001-01-2:10	CGS001_MCF7_96H:PPIA:2	0.5562	0.2214	0.1911	0.2215
CPC001_HA1E_24H:BRD-A38030642-001-01-2:10	CGS001_HA1E_96H:PPIA:1.5	0.6452	0.3428	0.3882	0.3424
CPC001_HA1E_6H:BRD-A38030642-001-01-2:10	CGS001_HA1E_96H:PPIA:1.5	0.5399	0.1024	0.1151	0.1007
CPC017_HEPG2_6H:BRD-A38030642-001-01-2:10	CGS001_HEPG2_96H:PPP3CA:1.5	0.593	0.0876	0.1605	0.0876
REP.A014_HA1E_24H:L19	CGS001_HA1E_96H:AR:1.5	0.4908	0.0373	0.0251	0.0373
CPC002_HA1E_24H:BRD-A42649439-001-02-8:10	CGS001_HA1E_96H:AKT1:1.5	0.4796	-0.0242	-0.0979	-0.0232
CPC002_HA1E_6H:BRD-A42649439-001-02-8:10	CGS001_HA1E_96H:AKT1:1.5	0.4775	0.0324	-0.0344	0.0327
CPC016_MCF7_24H:BRD-A42649439-001-02-8:10	CGS001_MCF7_96H:AKT1:2	0.6227	0.3833	0.37	0.3831
CPC002_PC3_24H:BRD-A42649439-001-02-8:10	EKW001_PC3_120H:TRCN0000295915:2	0.5174	0.109	0.0939	0.1109
CPC002_PC3_24H:BRD-A42649439-001-02-8:10	EKW001_PC3_120H:TRCN0000288787:2	0.5511	0.169	0.1689	0.1711
CPC002_PC3_24H:BRD-A42649439-001-02-8:10	EKW001_PC3_120H:TRCN0000295914:2	0.4366	-0.0806	-0.1198	-0.0804
CPC002_PC3_24H:BRD-A42649439-001-02-8:10	CGS001_PC3_96H:AKT1:2	0.5767	0.2409	0.2464	0.2425
CPC002_PC3_24H:BRD-A42649439-001-02-8:10	CGS001_PC3_144H:AKT1:2	0.4714	-0.1046	-0.1159	-0.1063
CPC002_PC3_6H:BRD-A42649439-001-02-8:10	EKW001_PC3_120H:TRCN0000295915:2	0.5194	0.0707	0.075	0.0721
CPC002_PC3_6H:BRD-A42649439-001-02-8:10	EKW001_PC3_120H:TRCN0000288787:2	0.547	0.1363	0.1341	0.1378
CPC002_PC3_6H:BRD-A42649439-001-02-8:10	EKW001_PC3_120H:TRCN0000295914:2	0.5123	0.0287	0.0268	0.0289
CPC002_PC3_6H:BRD-A42649439-001-02-8:10	CGS001_PC3_96H:AKT1:2	0.5092	0.089	0.0877	0.0904
CPC002_PC3_6H:BRD-A42649439-001-02-8:10	CGS001_PC3_144H:AKT1:2	0.4826	-0.0355	-0.0169	-0.0369
CPC016_MCF7_24H:BRD-A42649439-001-02-8:10	CGS001_MCF7_96H:AKT2:2	0.5552	0.2266	0.2149	0.2266
CPC002_HCC515_24H:BRD-A42649439-001-02-8:10	CGS001_HCC515_96H:AKT2:2	0.4356	-0.1071	-0.1502	-0.1086
CPC002_HCC515_6H:BRD-A42649439-001-02-8:10	CGS001_HCC515_96H:AKT2:2	0.3906	-0.2138	-0.2499	-0.2117
CPC016_HEPG2_6H:BRD-A42649439-001-02-8:10	CGS001_HEPG2_96H:AKT3:1.5	0.5307	0.1062	0.107	0.106
CPC001_HA1E_24H:BRD-A44551378-001-01-9:10	CGS001_HA1E_96H:EGFR:1.5	0.592	0.2289	0.2262	0.2312
CPC002_HA1E_24H:BRD-A44780397-001-01-1:10	CGS001_HA1E_96H:AR:1.5	0.5378	0.1079	0.1337	0.1078
CPC002_VCAP_24H:BRD-A44780397-001-01-1:10	CGS001_VCAP_120H:AR:5	0.4744	0.0766	0.0138	0.074
LKCP002_MCF7_48H:F01	CGS001_MCF7_96H:AR:2	0.4714	-0.023	-0.0294	-0.0233
MOAR002_PC3_24H:K02	CGS001_PC3_144H:NR3C1:2	0.5031	0.0495	0.0375	0.0491
MOAR002_PC3_24H:K02	CGS001_PC3_96H:NR3C1:2	0.4519	-0.0638	-0.1037	-0.0663
MOAR002_PC3_24H:K01	CGS001_PC3_144H:NR3C1:2	0.4714	-0.0756	-0.0529	-0.0756
MOAR002_PC3_24H:K01	CGS001_PC3_96H:NR3C1:2	0.5	0.0737	0.06	0.0731
POL001_PC3_24H:H17	CGS001_PC3_96H:MTOR:2	0.6278	0.4418	0.4248	0.4421
POL001_PC3_24H:H17	CGS001_PC3_144H:MTOR:2	0.4744	-0.0171	-0.0627	-0.0177
POL001_MCF7_24H:H18	CGS001_MCF7_144H:MTOR:2	0.5982	0.2843	0.2924	0.2856
POL001_MCF7_24H:H18	CGS001_MCF7_96H:MTOR:2	0.6524	0.4196	0.4477	0.421
POL001_PC3_24H:H15	CGS001_PC3_96H:MTOR:2	0.6564	0.3852	0.4175	0.3856
POL001_PC3_24H:H15	CGS001_PC3_144H:MTOR:2	0.4121	-0.206	-0.2312	-0.207
POL001_PC3_24H:H13	CGS001_PC3_96H:MTOR:2	0.6196	0.279	0.3056	0.2794
POL001_PC3_24H:H13	CGS001_PC3_144H:MTOR:2	0.407	-0.2747	-0.2744	-0.2754
POL001_MCF7_24H:H13	CGS001_MCF7_144H:MTOR:2	0.5879	0.2071	0.2042	0.2084
POL001_MCF7_24H:H13	CGS001_MCF7_96H:MTOR:2	0.6534	0.362	0.3919	0.3635
POL001_PC3_24H:H16	CGS001_PC3_96H:MTOR:2	0.6544	0.4109	0.4216	0.4113
POL001_PC3_24H:H16	CGS001_PC3_144H:MTOR:2	0.4356	-0.1541	-0.1915	-0.1548
CPC014_MCF7_24H:BRD-A45498368-001-02-2:10	CGS001_MCF7_144H:MTOR:2	0.5327	0.1176	0.1111	0.118
CPC014_MCF7_24H:BRD-A45498368-001-02-2:10	CGS001_MCF7_96H:MTOR:2	0.5808	0.2593	0.2557	0.2596
CPC014_PC3_6H:BRD-A45498368-001-02-2:10	CGS001_PC3_96H:MTOR:2	0.5409	0.2313	0.2158	0.2318
CPC014_PC3_6H:BRD-A45498368-001-02-2:10	CGS001_PC3_144H:MTOR:2	0.4479	-0.1611	-0.1445	-0.1619
CPC014_A549_6H:BRD-A45498368-001-02-2:10	CGS001_A549_96H:MTOR:1	0.5828	0.2234	0.2363	0.2205
CPC014_A549_24H:BRD-A45498368-001-02-2:10	CGS001_A549_96H:MTOR:1	0.6196	0.3745	0.3674	0.373
LJP006_HA1E_24H:L07	CGS001_HA1E_96H:MTOR:1.5	0.5583	0.1604	0.1528	0.1613
HOG001_A549_6H:BRD-A45889380-300-04-8:10	TA.KD010_A549_96H:TRCN0000003754:1	0.5072	0.1124	0.089	0.1126
HOG001_A549_6H:BRD-A45889380-300-04-8:10	TA.KD010_A549_96H:TRCN0000342259:1	0.5051	0.0343	0.0263	0.0345
HOG001_A549_6H:BRD-A45889380-300-04-8:10	TA.KD010_A549_96H:TRCN0000342334:1	0.4509	-0.0832	-0.132	-0.0832
HOG001_A549_6H:BRD-A45889380-300-04-8:10	TA.KD010_A549_96H:TRCN0000342261:1	0.4796	-0.0119	-0.0312	-0.0116
HOG001_A549_6H:BRD-A45889380-300-04-8:10	TA.KD010_A549_96H:TRCN0000342335:1	0.4642	-0.0268	-0.0625	-0.0266
HOG001_MCF7_24H:BRD-A45889380-300-04-8:10	CGS001_MCF7_144H:TP53:2	0.4223	-0.1582	-0.1692	-0.1587
HOG001_A549_24H:BRD-A45889380-300-04-8:10	TA.KD010_A549_96H:TRCN0000003754:1	0.5337	0.1262	0.129	0.1267
HOG001_A549_24H:BRD-A45889380-300-04-8:10	TA.KD010_A549_96H:TRCN0000342259:1	0.5256	0.0793	0.0996	0.0798
HOG001_A549_24H:BRD-A45889380-300-04-8:10	TA.KD010_A549_96H:TRCN0000342334:1	0.4468	-0.1343	-0.1445	-0.1343
HOG001_A549_24H:BRD-A45889380-300-04-8:10	TA.KD010_A549_96H:TRCN0000342261:1	0.4775	-0.029	-0.0544	-0.0282
HOG001_A549_24H:BRD-A45889380-300-04-8:10	TA.KD010_A549_96H:TRCN0000342335:1	0.4928	-0.0417	-0.0352	-0.0412
HOG001_A549_6H:BRD-A45889380-300-04-8:3.33	TA.KD010_A549_96H:TRCN0000003754:1	0.4652	-0.004	-0.0637	-0.0047
HOG001_A549_6H:BRD-A45889380-300-04-8:3.33	TA.KD010_A549_96H:TRCN0000342259:1	0.5102	0.034	0.0432	0.0334
HOG001_A549_6H:BRD-A45889380-300-04-8:3.33	TA.KD010_A549_96H:TRCN0000342334:1	0.4969	-0.036	-0.0266	-0.036
HOG001_A549_6H:BRD-A45889380-300-04-8:3.33	TA.KD010_A549_96H:TRCN0000342261:1	0.4622	-0.0551	-0.1022	-0.0559
HOG001_A549_6H:BRD-A45889380-300-04-8:3.33	TA.KD010_A549_96H:TRCN0000342335:1	0.5204	0.0234	0.0224	0.0229
CPD001_MCF7_24H:BRD-A45889380-336-04-2:10	CGS001_MCF7_144H:TP53:2	0.3998	-0.2614	-0.2611	-0.2613
HOG001_MCF7_6H:BRD-A45889380-300-04-8:3.33	CGS001_MCF7_144H:TP53:2	0.4479	-0.1618	-0.129	-0.1624
HOG001_MCF7_24H:BRD-A45889380-300-04-8:3.33	CGS001_MCF7_144H:TP53:2	0.4162	-0.2866	-0.2612	-0.2859
CPD001_PC3_24H:BRD-A45889380-336-04-2:10	EKW001_PC3_120H:TRCN0000342335:2	0.5072	0.0505	0.0562	0.0518
CPD001_PC3_24H:BRD-A45889380-336-04-2:10	EKW001_PC3_120H:TRCN0000342334:2	0.5317	0.0891	0.086	0.0905
CPD001_PC3_24H:BRD-A45889380-336-04-2:10	EKW001_PC3_120H:TRCN0000342259:2	0.5307	0.0654	0.085	0.0665
HOG001_A549_24H:BRD-A45889380-300-04-8:3.33	TA.KD010_A549_96H:TRCN0000003754:1	0.5041	0.029	0.0331	0.0296
HOG001_A549_24H:BRD-A45889380-300-04-8:3.33	TA.KD010_A549_96H:TRCN0000342259:1	0.453	-0.0582	-0.0866	-0.0577
HOG001_A549_24H:BRD-A45889380-300-04-8:3.33	TA.KD010_A549_96H:TRCN0000342334:1	0.407	-0.146	-0.1961	-0.1459
HOG001_A549_24H:BRD-A45889380-300-04-8:3.33	TA.KD010_A549_96H:TRCN0000342261:1	0.4806	-0.077	-0.0617	-0.0763
HOG001_A549_24H:BRD-A45889380-300-04-8:3.33	TA.KD010_A549_96H:TRCN0000342335:1	0.4816	-0.0425	-0.0313	-0.042
CPC006_PC3_6H:BRD-A45889380-300-04-8:10	EKW001_PC3_120H:TRCN0000342335:2	0.5419	0.0664	0.0664	0.0648
CPC006_PC3_6H:BRD-A45889380-300-04-8:10	EKW001_PC3_120H:TRCN0000342334:2	0.5419	0.0991	0.0983	0.0971
CPC006_PC3_6H:BRD-A45889380-300-04-8:10	EKW001_PC3_120H:TRCN0000342259:2	0.5695	0.1314	0.1315	0.1299
CPC006_MCF7_6H:BRD-A45889380-300-04-8:10	CGS001_MCF7_144H:TP53:2	0.4611	-0.0982	-0.1128	-0.0981
CPC006_A549_6H:BRD-A45889380-300-04-8:10	TA.KD010_A549_96H:TRCN0000003754:1	0.5859	0.1609	0.183	0.1607
CPC006_A549_6H:BRD-A45889380-300-04-8:10	TA.KD010_A549_96H:TRCN0000342259:1	0.5286	0.0815	0.0685	0.0814
CPC006_A549_6H:BRD-A45889380-300-04-8:10	TA.KD010_A549_96H:TRCN0000342334:1	0.5767	0.0978	0.1276	0.0978
CPC006_A549_6H:BRD-A45889380-300-04-8:10	TA.KD010_A549_96H:TRCN0000342261:1	0.5072	0.021	0.0257	0.0209
CPC006_A549_6H:BRD-A45889380-300-04-8:10	TA.KD010_A549_96H:TRCN0000342335:1	0.455	0.0119	-0.0288	0.0118
CPC005_PC3_24H:BRD-A45889380-300-04-8:10	EKW001_PC3_120H:TRCN0000342335:2	0.547	0.1337	0.1228	0.1341
CPC005_PC3_24H:BRD-A45889380-300-04-8:10	EKW001_PC3_120H:TRCN0000342334:2	0.5358	0.0711	0.0741	0.0716
CPC005_PC3_24H:BRD-A45889380-300-04-8:10	EKW001_PC3_120H:TRCN0000342259:2	0.5941	0.2218	0.2448	0.2222
CPC006_A549_24H:BRD-A45889380-300-04-8:10	TA.KD010_A549_96H:TRCN0000003754:1	0.5337	0.0384	0.0324	0.0384
CPC006_A549_24H:BRD-A45889380-300-04-8:10	TA.KD010_A549_96H:TRCN0000342259:1	0.5235	-0.0081	0.019	-0.0081
CPC006_A549_24H:BRD-A45889380-300-04-8:10	TA.KD010_A549_96H:TRCN0000342334:1	0.4366	-0.1512	-0.1686	-0.1512
CPC006_A549_24H:BRD-A45889380-300-04-8:10	TA.KD010_A549_96H:TRCN0000342261:1	0.4877	-0.0649	-0.0668	-0.0649
CPC006_A549_24H:BRD-A45889380-300-04-8:10	TA.KD010_A549_96H:TRCN0000342335:1	0.4949	0.0006	0.01	0.0006
CPC006_HEPG2_6H:BRD-A45889380-300-04-8:10	CGS001_HEPG2_96H:TP53:1.5	0.5	-0.0166	-0.019	-0.0161
REP.A020_A549_24H:L01	TA.KD010_A549_96H:TRCN0000003754:1	0.5695	0.1456	0.158	0.1458
REP.A020_A549_24H:L01	TA.KD010_A549_96H:TRCN0000342259:1	0.5204	0.0819	0.0727	0.0821
REP.A020_A549_24H:L01	TA.KD010_A549_96H:TRCN0000342334:1	0.4826	-0.0869	-0.0767	-0.0868
REP.A020_A549_24H:L01	TA.KD010_A549_96H:TRCN0000342261:1	0.4826	-0.0349	-0.0453	-0.0346
REP.A020_A549_24H:L01	TA.KD010_A549_96H:TRCN0000342335:1	0.4734	-0.0083	-0.0424	-0.0081
REP.A020_MCF7_24H:L01	CGS001_MCF7_144H:TP53:2	0.3824	-0.3333	-0.328	-0.3336
REP.A020_PC3_24H:L01	EKW001_PC3_120H:TRCN0000342335:2	0.544	0.1332	0.1463	0.1346
REP.A020_PC3_24H:L01	EKW001_PC3_120H:TRCN0000342334:2	0.5286	0.0864	0.0944	0.0882
REP.A020_PC3_24H:L01	EKW001_PC3_120H:TRCN0000342259:2	0.5501	0.0809	0.1154	0.0823
CPC018_HEPG2_6H:BRD-A46747628-001-01-9:10	CGS001_HEPG2_96H:ATP1A1:1.5	0.5378	0.0535	0.1008	0.0509
CPC005_HT29_24H:BRD-A47513740-001-02-5:10	CGS001_HT29_96H:PPP1CA:1	0.6166	0.2752	0.2968	0.2766
CPC005_HT29_6H:BRD-A47513740-001-02-5:10	CGS001_HT29_96H:PPP1CA:1	0.4877	0.0471	0.0177	0.0488
CPC005_HT29_24H:BRD-A47513740-001-02-5:10	CGS001_HT29_96H:PPP2CA:1	0.5869	0.2457	0.2621	0.2447
CPC005_HT29_6H:BRD-A47513740-001-02-5:10	CGS001_HT29_96H:PPP2CA:1	0.5317	0.1037	0.0961	0.1031
CPC003_HCC515_6H:BRD-A50737080-001-01-4:10	CGS001_HCC515_96H:ATM:2	0.4826	-0.0179	-0.0584	-0.0138
CPC015_A549_24H:BRD-A50737080-001-01-4:10	TA.KD009_A549_96H:TRCN0000195474:1	0.5112	0.0292	0.0133	0.0294
CPC015_A549_24H:BRD-A50737080-001-01-4:10	TA.KD009_A549_96H:TRCN0000038657:1	0.5102	-0.0096	-0.0012	-0.0091
CPC015_A549_24H:BRD-A50737080-001-01-4:10	TA.KD009_A549_96H:TRCN0000194686:1	0.5429	0.0809	0.0968	0.0812
CPC015_A549_24H:BRD-A50737080-001-01-4:10	TA.KD009_A549_96H:TRCN0000194861:1	0.5051	0.106	0.0548	0.1062
CPC015_A549_24H:BRD-A50737080-001-01-4:10	TA.KD009_A549_96H:TRCN0000196661:1	0.5041	0.0464	0.0322	0.0468
CPC015_A549_24H:BRD-A50737080-001-01-4:10	TA.KD009_A549_96H:TRCN0000039948:1	0.5215	0.0925	0.0504	0.0925
CPC015_A549_24H:BRD-A50737080-001-01-4:10	TA.KD009_A549_96H:TRCN0000245106:1	0.5716	0.1704	0.1648	0.1706
LJP008_HCC515_24H:O13	CGS001_HCC515_96H:ATM:2	0.6268	0.2177	0.2525	0.2178
CPC003_HA1E_24H:BRD-A50737080-001-01-4:10	CGS001_HA1E_96H:ATR:1.5	0.6329	0.2565	0.3058	0.2559
CPC015_A549_24H:BRD-A50737080-001-01-4:10	CGS001_A549_96H:ATR:1	0.6738	0.3927	0.433	0.3926
REP.A017_HA1E_24H:B19	CGS001_HA1E_96H:MTOR:1.5	0.4836	-0.0273	-0.0505	-0.0264
LKCP001_U2OS_24H:B07	TAK004_U2OS_96H:TRCN0000221544:1	0.546	0.0822	0.0879	0.082
LKCP001_U2OS_24H:B07	TAK004_U2OS_96H:TRCN0000221543:1	0.5378	0.0975	0.0928	0.0979
LKCP001_U2OS_24H:B07	TAK004_U2OS_96H:TRCN0000195453:1	0.498	0.0119	-0.0041	0.0113
LKCP001_U2OS_24H:B07	TAK004_U2OS_96H:TRCN0000221545:1	0.5286	0.0525	0.0243	0.0524
LKCP001_U2OS_24H:B07	TAK004_U2OS_96H:TRCN0000038677:1	0.4857	-0.012	-0.0257	-0.0128
