Sample1	Sample2	dose1uM-100uM_time24
PBIOA020_MCF7_24H:H01	PBIOA020_MCF7_24H:H02	0.7907
REP.A013_HT29_24H:D08	REP.A013_HT29_24H:D09	0.7854
REP.A013_HT29_24H:D08	REP.A013_HT29_24H:D07	0.5288
REP.A013_HT29_24H:D09	REP.A013_HT29_24H:D07	0.3048
REP.A013_MCF10A_24H:D07	REP.A013_MCF10A_24H:D09	0.8199
LCP001_MCF10A.KRAS.HG_24H:I04	LCP001_MCF10A.KRAS.HG_24H:I06	0.7956
LCP001_MCF10A.PIK3CA.HH_24H:I06	LCP001_MCF10A.PIK3CA.HH_24H:I04	0.7415
LCP001_MCF10A.PIK3CA.HH_24H:I06	LCP001_MCF10A.PIK3CA.HH_24H:I05	0.8356
LCP001_MCF10A.PIK3CA.HH_24H:I04	LCP001_MCF10A.PIK3CA.HH_24H:I05	0.8829
ASG002_MCF7_24H:H07	ASG002_MCF7_24H:H08	0.4138
ASG003_MCF7_24H:H19	ASG003_MCF7_24H:H20	0.6734
REP.A013_MCF7_24H:D07	REP.A013_MCF7_24H:D08	0.8818
REP.A013_MCF7_24H:D07	REP.A013_MCF7_24H:D09	0.643
REP.A013_MCF7_24H:D08	REP.A013_MCF7_24H:D09	0.798
REP.A013_MDAMB231_24H:D09	REP.A013_MDAMB231_24H:D08	0.91
ASG002_PC3_24H:H08	ASG002_PC3_24H:H07	0.5175
ASG003_WA09.AST_24H:H19	ASG003_WA09.AST_24H:H20	0.8322
ASG003_XC.L10_24H:H20	ASG003_XC.L10_24H:H19	0.8843
ASG003_XC.P026_24H:H19	ASG003_XC.P026_24H:H20	0.8495
ASG003_XC.P031_24H:H20	ASG003_XC.P031_24H:H19	0.7894
ASG003_XC.P033_24H:H19	ASG003_XC.P033_24H:H20	0.8341
ASG003_XC.P901_24H:H20	ASG003_XC.P901_24H:H19	0.843
ASG003_XC.P904_24H:H19	ASG003_XC.P904_24H:H20	0.8408
ASG003_XC.P905_24H:H20	ASG003_XC.P905_24H:H19	0.7859
ASG003_XC.P906_24H:H19	ASG003_XC.P906_24H:H20	0.8774
ASG003_XC.P907_24H:H20	ASG003_XC.P907_24H:H19	0.8514
ASG003_XC.P908_24H:H19	ASG003_XC.P908_24H:H20	0.8353
ASG003_XC.P909_24H:H20	ASG003_XC.P909_24H:H19	0.8159
ASG003_XC.P910_24H:H19	ASG003_XC.P910_24H:H20	0.8025
ASG003_XC.P911_24H:H20	ASG003_XC.P911_24H:H19	0.7909
ASG003_XC.P912_24H:H19	ASG003_XC.P912_24H:H20	0.8449
ASG003_XC.P922_24H:H19	ASG003_XC.P922_24H:H20	0.9002
ASG003_XC.P930_24H:H20	ASG003_XC.P930_24H:H19	0.9055
ASG003_XC.P932_24H:H19	ASG003_XC.P932_24H:H20	0.91
ASG003_XC.P935_24H:H19	ASG003_XC.P935_24H:H20	0.9157
REP.A013_YAPC_24H:D07	REP.A013_YAPC_24H:D08	0.6776
REP.A013_YAPC_24H:D07	REP.A013_YAPC_24H:D09	0.5103
REP.A013_YAPC_24H:D08	REP.A013_YAPC_24H:D09	0.8387
MOAR005_A375_24H:C11	MOAR005_A375_24H:C10	0.5821
ISO002_HCT116.TP53.HR_24H:J02	ISO002_HCT116.TP53.HR_24H:J01	0.9137
ISO002_HCT116.TP53.M_24H:J02	ISO002_HCT116.TP53.M_24H:J01	0.926
ISO002_HCT116.WT_24H:J01	ISO002_HCT116.WT_24H:J02	0.9182
CRCGN012_HEPG2_24H:BRD-K38101625:5.025	CRCGN012_HEPG2_24H:BRD-K38101625:20.1	0.3123
LJP002_MDAMB231_24H:BRD-K38113518-001-01-5:10	LJP002_MDAMB231_24H:BRD-K38113518-001-01-5:2	0.373
REP.A007_HT29_24H:E15	REP.A007_HT29_24H:E13	0.5504
REP.A007_HT29_24H:E15	REP.A007_HT29_24H:E14	0.5807
REP.A007_HT29_24H:E13	REP.A007_HT29_24H:E14	0.6558
MOA001_A549_24H:K07	MOA001_A549_24H:K08	0.8388
POL001_PC3_24H:B07	POL001_PC3_24H:B08	0.5893
PCLB002_MCF7_24H:BRD-K39569857:3.33	PCLB002_MCF7_24H:BRD-K39569857:10	0.2559
MOAR003_A375_24H:M12	MOAR003_A375_24H:M11	0.7142
CEGS001_NPC.170_24H:P03	CEGS001_NPC.170_24H:P01	0.0116
CEGS001_NPC.177_24H:P03	CEGS001_NPC.177_24H:P02	0.3136
CEGS001_NPC.179_24H:P01	CEGS001_NPC.179_24H:P02	0.2544
CEGS001_NPC.215_24H:P02	CEGS001_NPC.215_24H:P03	0.5204
REP.A013_HELA_24H:G01	REP.A013_HELA_24H:G02	0.5586
CRCGN013_HEPG2_24H:BRD-K39988237:40.2	CRCGN013_HEPG2_24H:BRD-K39988237:20.1	0.5104
CRCGN006_HEPG2_24H:BRD-K40068530:6.66667	CRCGN006_HEPG2_24H:BRD-K40068530:2.22222	0.598
LJP006_HS578T_24H:O13	LJP006_HS578T_24H:O14	0.7234
LJP006_MCF10A_24H:O15	LJP006_MCF10A_24H:O13	0.6913
POL001_MCF7_24H:A07	POL001_MCF7_24H:A08	0.7699
REP.A007_MCF7_24H:P08	REP.A007_MCF7_24H:P07	0.7316
POL001_PC3_24H:A07	POL001_PC3_24H:A08	0.8711
MOAR002_A375_24H:F11	MOAR002_A375_24H:F10	0.7857
MOAR002_PC3_24H:F12	MOAR002_PC3_24H:F10	0.6041
MOAR002_PC3_24H:F12	MOAR002_PC3_24H:F11	0.7377
MOAR002_PC3_24H:F10	MOAR002_PC3_24H:F11	0.9154
REP.A007_A375_24H:F13	REP.A007_A375_24H:F14	0.1409
REP.A007_HA1E_24H:F14	REP.A007_HA1E_24H:F13	-0.0225
REP.A007_HA1E_24H:F14	REP.A007_HA1E_24H:F15	0.5233
REP.A007_HA1E_24H:F13	REP.A007_HA1E_24H:F15	0.0826
REP.A007_MCF7_24H:F14	REP.A007_MCF7_24H:F13	0.2098
REP.A007_YAPC_24H:F13	REP.A007_YAPC_24H:F14	0.1246
REP.A014_PC3_24H:O08	REP.A014_PC3_24H:O07	0.6463
CVD001_HEPG2_24H:BRD-K41172353-001-01-4:4.7	CVD001_HEPG2_24H:BRD-K41172353-001-01-4:18.8	0.6356
CVD001_HUH7_24H:BRD-K41172353-001-01-4:18.8	CVD001_HUH7_24H:BRD-K41172353-001-01-4:4.7	0.3683
CVD001_PHH_24H:BRD-K41172353-001-01-4:18.8	CVD001_PHH_24H:BRD-K41172353-001-01-4:4.7	0.3387
REP.A013_A375_24H:J01	REP.A013_A375_24H:J02	0.502
REP.A013_A549_24H:J02	REP.A013_A549_24H:J01	0.7637
REP.A013_HA1E_24H:J01	REP.A013_HA1E_24H:J02	0.5129
REP.A013_HT29_24H:J03	REP.A013_HT29_24H:J01	0.5148
REP.A013_MCF7_24H:J02	REP.A013_MCF7_24H:J01	0.8543
REP.A013_THP1_24H:J01	REP.A013_THP1_24H:J02	0.8989
ASG003_XC.P026_24H:E13	ASG003_XC.P026_24H:E14	-0.0025
ASG003_XC.P935_24H:E13	ASG003_XC.P935_24H:E14	0.4743
DOSVAL005_HT29_24H:BRD-K41335306:5	DOSVAL005_HT29_24H:BRD-K41335306:10	0.7857
DOSVAL005_PC3_24H:BRD-K41335306:10	DOSVAL005_PC3_24H:BRD-K41335306:20	0.5335
ERG011_VCAP_24H:BRD-K41431477-001-13-0:2	ERG011_VCAP_24H:BRD-K41431477-001-13-0:10	0.6344
CRCGN015_MCF10A.WT.HP_24H:BRD-K41494493:99.9579	CRCGN015_MCF10A.WT.HP_24H:BRD-K41494493:33.3193	0.1963
CRCGN016_MCF10A.WT.HP_24H:BRD-K41731458:33.6559	CRCGN016_MCF10A.WT.HP_24H:BRD-K41731458:11.2186	-0.2109
ASG003_WA09.AST_24H:M14	ASG003_WA09.AST_24H:M13	0.8837
CVD001_HUH7_24H:BRD-K41878610-001-01-5:2.5197	CVD001_HUH7_24H:BRD-K41878610-001-01-5:10.0787	0.1152
REP.A016_HA1E_24H:N19	REP.A016_HA1E_24H:N20	0.3579
PBIOA018_A375_24H:N01	PBIOA018_A375_24H:N02	0.5647
PBIOA018_A549_24H:N03	PBIOA018_A549_24H:N02	0.3124
PBIOA018_A549_24H:N03	PBIOA018_A549_24H:N01	0.2592
PBIOA018_A549_24H:N02	PBIOA018_A549_24H:N01	0.59
PBIOA018_HEPG2_24H:N02	PBIOA018_HEPG2_24H:N01	0.5398
PBIOA018_MCF7_24H:N02	PBIOA018_MCF7_24H:N03	0.5156
PBIOA018_PC3_24H:N01	PBIOA018_PC3_24H:N02	0.5373
LJP005_SKBR3_24H:H02	LJP005_SKBR3_24H:H01	0.6812
PBIOA012_XC.L10_24H:D23	PBIOA012_XC.L10_24H:D22	0.7014
PBIOA012_XC.R10_24H:D24	PBIOA012_XC.R10_24H:D23	0.5606
PBIOA012_XC.R10_24H:D24	PBIOA012_XC.R10_24H:D22	0.5158
PBIOA012_XC.R10_24H:D23	PBIOA012_XC.R10_24H:D22	0.8202
REP.A007_YAPC_24H:F20	REP.A007_YAPC_24H:F19	0.1153
LJP008_CD34_24H:O08	LJP008_CD34_24H:O07	0.5831
LJP008_HUVEC_24H:O07	LJP008_HUVEC_24H:O08	0.7323
LJP008_NPC_24H:O09	LJP008_NPC_24H:O07	0.4481
LJP008_SKL_24H:O08	LJP008_SKL_24H:O07	0.5258
LJP008_THP1_24H:O07	LJP008_THP1_24H:O08	0.71
ERAM001_A549_24H:BRD-K42805893:20	ERAM001_A549_24H:BRD-K42805893:8.89	0.5314
ERAM001_A549_24H:BRD-K42805893:20	ERAM001_A549_24H:BRD-K42805893:13.33	0.6723
ERAM001_A549_24H:BRD-K42805893:8.89	ERAM001_A549_24H:BRD-K42805893:13.33	0.7779
REP.A007_HA1E_24H:B14	REP.A007_HA1E_24H:B13	0.4279
REP.A007_HELA_24H:B13	REP.A007_HELA_24H:B14	0.185
ERAM001_MCF7_24H:BRD-K42805893:20	ERAM001_MCF7_24H:BRD-K42805893:13.33	0.8042
ERBB2002_OVCAR8_24H:BRD-K42805893:1	ERBB2002_OVCAR8_24H:BRD-K42805893:10	0.408
LJP007_SKL.C_24H:N14	LJP007_SKL.C_24H:N13	0.4054
PBIOA016_HCC515_24H:F20	PBIOA016_HCC515_24H:F19	0.6898
PBIOA016_HEPG2_24H:F20	PBIOA016_HEPG2_24H:F19	0.3349
PBIOA016_HT29_24H:F20	PBIOA016_HT29_24H:F19	0.3498
MOAR004_PC3_24H:P13	MOAR004_PC3_24H:P14	0.5451
MOAR007_PC3_24H:O04	MOAR007_PC3_24H:O06	0.7186
LJP007_SKL.C_24H:I01	LJP007_SKL.C_24H:I02	0.1432
PBIOA004_XC.R10_24H:K13	PBIOA004_XC.R10_24H:K14	0.2914
CEGS001_NPC.8330_24H:C01	CEGS001_NPC.8330_24H:C02	0.9116
CRCGN015_MCF10A.WT.HP_24H:BRD-K42918168:33.9762	CRCGN015_MCF10A.WT.HP_24H:BRD-K42918168:101.929	0.775
POL001_HEPG2_24H:P14	POL001_HEPG2_24H:P13	0.8563
POL001_HEPG2_24H:P14	POL001_HEPG2_24H:P15	0.8776
POL001_HEPG2_24H:P13	POL001_HEPG2_24H:P15	0.7481
LJP006_HS578T_24H:N03	LJP006_HS578T_24H:N02	0.7951
POL001_HT29_24H:P14	POL001_HT29_24H:P13	0.8424
POL001_JURKAT_24H:P15	POL001_JURKAT_24H:P14	0.8791
POL001_MCF7_24H:P13	POL001_MCF7_24H:P14	0.8487
LJP002_MDAMB231_24H:BRD-K42918627-001-01-9:10	LJP002_MDAMB231_24H:BRD-K42918627-001-01-9:2	0.6916
REP.A013_A375_24H:M08	REP.A013_A375_24H:M07	0.2263
LJP007_MCF10A_24H:E01	LJP007_MCF10A_24H:E02	0.5777
ISO002_HCT116.WT_24H:I20	ISO002_HCT116.WT_24H:I21	0.5773
PBIOA015_HCC515_24H:D09	PBIOA015_HCC515_24H:D07	0.2695
PBIOA015_HEPG2_24H:D09	PBIOA015_HEPG2_24H:D08	0.6996
PBIOA015_HT29_24H:D08	PBIOA015_HT29_24H:D07	0.4331
PBIOA015_HT29_24H:D08	PBIOA015_HT29_24H:D09	0.5495
PBIOA015_HT29_24H:D07	PBIOA015_HT29_24H:D09	0.2217
PBIOA015_MCF7_24H:D08	PBIOA015_MCF7_24H:D09	0.3537
PBIOA015_PC3_24H:D09	PBIOA015_PC3_24H:D08	0.6849
PBIOA005_XC.L10_24H:J06	PBIOA005_XC.L10_24H:J05	0.6675
PBIOA005_XC.R10_24H:J05	PBIOA005_XC.R10_24H:J06	0.6607
MOAR005_A375_24H:J11	MOAR005_A375_24H:J12	0.1168
LJP006_HA1E_24H:H13	LJP006_HA1E_24H:H15	0.4588
POL001_HEPG2_24H:L03	POL001_HEPG2_24H:L02	0.7033
POL001_PC3_24H:L02	POL001_PC3_24H:L03	0.8155
POL001_PC3_24H:L02	POL001_PC3_24H:L01	0.9417
POL001_PC3_24H:L03	POL001_PC3_24H:L01	0.7744
CVD001_HUH7_24H:BRD-K43405658-001-01-8:10	CVD001_HUH7_24H:BRD-K43405658-001-01-8:2.5	0.4175
REP.A013_MCF10A_24H:N13	REP.A013_MCF10A_24H:N14	0.4063
ASG002_MCF7_24H:D17	ASG002_MCF7_24H:D16	0.5716
ASG003_MCF7_24H:B08	ASG003_MCF7_24H:B07	0.6036
ASG003_XC.P905_24H:B08	ASG003_XC.P905_24H:B07	0.4606
ASG003_XC.P908_24H:B07	ASG003_XC.P908_24H:B08	0.5647
ASG003_XC.P935_24H:B08	ASG003_XC.P935_24H:B07	0.3607
ISO002_HCT116.TP53.HR_24H:H02	ISO002_HCT116.TP53.HR_24H:H01	0.518
ISO002_HCT116.TP53.M_24H:H01	ISO002_HCT116.TP53.M_24H:H02	0.517
ISO002_HCT116.WT_24H:H02	ISO002_HCT116.WT_24H:H01	0.7154
ISO002_MCF10A.BRCA1.HD_24H:H02	ISO002_MCF10A.BRCA1.HD_24H:H01	0.5481
ISO002_MCF10A.EGFR.HL_24H:H01	ISO002_MCF10A.EGFR.HL_24H:H02	0.6126
ISO002_MCF10A.EGFR.HL_24H:H01	ISO002_MCF10A.EGFR.HL_24H:H03	0.4345
ISO002_MCF10A.EGFR.HL_24H:H02	ISO002_MCF10A.EGFR.HL_24H:H03	0.7412
REP.A013_A375_24H:N20	REP.A013_A375_24H:N19	0.5984
REP.A013_HELA_24H:N20	REP.A013_HELA_24H:N19	0.4187
REP.A013_YAPC_24H:N19	REP.A013_YAPC_24H:N20	0.2372
MOAR002_A375_24H:P17	MOAR002_A375_24H:P16	0.1367
MOAR002_A375_24H:P17	MOAR002_A375_24H:P18	0.7149
MOAR002_A375_24H:P16	MOAR002_A375_24H:P18	0.0886
MOAR002_PC3_24H:P18	MOAR002_PC3_24H:P17	0.4903
MOAR002_PC3_24H:P18	MOAR002_PC3_24H:P16	0.1671
MOAR002_PC3_24H:P17	MOAR002_PC3_24H:P16	0.2309
MOAR005_PC3_24H:K23	MOAR005_PC3_24H:K24	0.5642
MOAR005_PC3_24H:K23	MOAR005_PC3_24H:K22	0.4064
MOAR005_PC3_24H:K24	MOAR005_PC3_24H:K22	0.3325
REP.A007_HA1E_24H:D02	REP.A007_HA1E_24H:D01	0.0698
LJP006_HA1E_24H:C07	LJP006_HA1E_24H:C09	0.3301
LJP006_HS578T_24H:C09	LJP006_HS578T_24H:C07	0.3914
LJP006_MCF10A_24H:C09	LJP006_MCF10A_24H:C07	0.3897
LJP006_MCF10A_24H:C09	LJP006_MCF10A_24H:C08	0.4719
LJP006_MCF10A_24H:C07	LJP006_MCF10A_24H:C08	0.4593
LJP006_SKBR3_24H:C08	LJP006_SKBR3_24H:C07	0.6336
LJP009_HEK293_24H:E19	LJP009_HEK293_24H:E21	0.2813
LCP001_MCF10A.PIK3CA.HH_24H:M04	LCP001_MCF10A.PIK3CA.HH_24H:M05	0.3993
LCP001_MCF10A.WT_24H:M04	LCP001_MCF10A.WT_24H:M05	0.5362
ASG002_MCF7_24H:I19	ASG002_MCF7_24H:I20	0.0356
LJP009_NPC.CAS9_24H:E21	LJP009_NPC.CAS9_24H:E20	0.6131
LJP009_NPC.TAK_24H:E21	LJP009_NPC.TAK_24H:E20	0.5257
LJP009_PC3_24H:E19	LJP009_PC3_24H:E20	0.1198
ASG003_WA09.AST_24H:P14	ASG003_WA09.AST_24H:P13	0.5199
ASG003_XC.P033_24H:P13	ASG003_XC.P033_24H:P14	0.6208
ASG003_XC.P091_24H:P14	ASG003_XC.P091_24H:P13	0.6089
ASG003_XC.P904_24H:P13	ASG003_XC.P904_24H:P14	0.2858
ASG003_XC.P908_24H:P14	ASG003_XC.P908_24H:P13	0.3499
ASG003_XC.P912_24H:P14	ASG003_XC.P912_24H:P13	0.656
ASG003_XC.P914_24H:P13	ASG003_XC.P914_24H:P14	0.6823
ASG003_XC.P930_24H:P13	ASG003_XC.P930_24H:P14	0.5512
ASG003_XC.P935_24H:P13	ASG003_XC.P935_24H:P14	0.5205
ISO002_HCT116.TP53.HR_24H:O07	ISO002_HCT116.TP53.HR_24H:O08	0.7685
ISO002_MCF10A.BRCA1.HD_24H:O08	ISO002_MCF10A.BRCA1.HD_24H:O09	0.7841
ISO002_MCF10A.BRCA1.HD_24H:O08	ISO002_MCF10A.BRCA1.HD_24H:O07	0.8752
ISO002_MCF10A.BRCA1.HD_24H:O09	ISO002_MCF10A.BRCA1.HD_24H:O07	0.6748
ISO002_MCF10A.EGFR.HL_24H:O08	ISO002_MCF10A.EGFR.HL_24H:O07	0.9218
ISO002_MCF10A.KRAS.HG_24H:O08	ISO002_MCF10A.KRAS.HG_24H:O09	0.5639
ISO002_MCF10A.KRAS.HG_24H:O08	ISO002_MCF10A.KRAS.HG_24H:O07	0.9057
ISO002_MCF10A.KRAS.HG_24H:O09	ISO002_MCF10A.KRAS.HG_24H:O07	0.5648
REP.A007_A375_24H:C13	REP.A007_A375_24H:C14	0.6675
PBIOA022_A375_24H:E15	PBIOA022_A375_24H:E13	0.2366
PBIOA022_A549_24H:E14	PBIOA022_A549_24H:E15	0.2973
PBIOA022_HCC515_24H:E15	PBIOA022_HCC515_24H:E14	0.7586
PBIOA022_HCC515_24H:E15	PBIOA022_HCC515_24H:E13	0.7026
PBIOA022_HCC515_24H:E14	PBIOA022_HCC515_24H:E13	0.9156
PBIOA022_HEPG2_24H:E15	PBIOA022_HEPG2_24H:E13	0.6144
PBIOA022_HEPG2_24H:E15	PBIOA022_HEPG2_24H:E14	0.6597
PBIOA022_HEPG2_24H:E13	PBIOA022_HEPG2_24H:E14	0.7714
PBIOA022_HT29_24H:E13	PBIOA022_HT29_24H:E14	0.8037
PBIOA022_HT29_24H:E13	PBIOA022_HT29_24H:E15	0.1518
PBIOA022_HT29_24H:E14	PBIOA022_HT29_24H:E15	0.1965
PBIOA022_PC3_24H:E13	PBIOA022_PC3_24H:E15	0.4238
MOAR004_PC3_24H:D22	MOAR004_PC3_24H:D23	0.8981
DOSVAL005_HA1E_24H:BRD-K44732214:10	DOSVAL005_HA1E_24H:BRD-K44732214:20	0.6236
ASG003_A549_24H:P07	ASG003_A549_24H:P08	0.6227
ASG003_XC.P031_24H:P08	ASG003_XC.P031_24H:P07	0.6672
ASG003_XC.P914_24H:A10	ASG003_XC.P914_24H:A11	0.2282
CRCGN015_MCF10A.WT.HP_24H:BRD-K44928623:104.842	CRCGN015_MCF10A.WT.HP_24H:BRD-K44928623:34.9475	0.4845
LCP001_MCF10A.PIK3CA.HH_24H:B24	LCP001_MCF10A.PIK3CA.HH_24H:B23	0.6761
PBIOA013_HEPG2_24H:F20	PBIOA013_HEPG2_24H:F19	0.1552
CRCGN012_HEPG2_24H:BRD-K45689979:40	CRCGN012_HEPG2_24H:BRD-K45689979:20	0.5451
CRCGN012_HEPG2_24H:BRD-K45689979:40	CRCGN012_HEPG2_24H:BRD-K45689979:5	0.4148
CRCGN012_HEPG2_24H:BRD-K45689979:20	CRCGN012_HEPG2_24H:BRD-K45689979:5	0.4853
CRCGN015_MCF10A.WT.HP_24H:BRD-K45689979:11.2186	CRCGN015_MCF10A.WT.HP_24H:BRD-K45689979:33.6559	0.8241
ASG003_XC.P935_24H:I17	ASG003_XC.P935_24H:I16	0.9347
LJP009_CD34_24H:K19	LJP009_CD34_24H:K20	0.3191
LJP009_SHSY5Y_24H:K20	LJP009_SHSY5Y_24H:K19	0.5233
DOSVAL001_HA1E_24H:BRD-K45759552:9.96098	DOSVAL001_HA1E_24H:BRD-K45759552:4.98049	0.1235
MOAR005_A375_24H:F06	MOAR005_A375_24H:F04	0.2669
EMU001_K562_24H:G20	EMU001_K562_24H:G19	0.1656
LJP001_BT20_24H:BRD-K46056750-001-02-1:10	LJP001_BT20_24H:BRD-K46056750-001-02-1:2	0.5559
LJP001_SKBR3_24H:A13	LJP001_SKBR3_24H:A14	0.7588
REP.A020_HA1E_24H:M01	REP.A020_HA1E_24H:M02	0.644
REP.A020_HUVEC.A_24H:M01	REP.A020_HUVEC.A_24H:M02	0.7236
CVD001_HUH7_24H:BRD-K47150025-001-01-2:2.5	CVD001_HUH7_24H:BRD-K47150025-001-01-2:10	0.1823
MOAR005_PC3_24H:L02	MOAR005_PC3_24H:L01	0.4439
ISO002_HCT116.TP53.M_24H:K15	ISO002_HCT116.TP53.M_24H:K14	0.7666
ISO002_HCT116.TP53.M_24H:K15	ISO002_HCT116.TP53.M_24H:K13	0.4447
ISO002_HCT116.TP53.M_24H:K14	ISO002_HCT116.TP53.M_24H:K13	0.8038
ISO002_MCF10A.EGFR.HL_24H:K14	ISO002_MCF10A.EGFR.HL_24H:K15	0.8834
ISO002_MCF10A.EGFR.HL_24H:K14	ISO002_MCF10A.EGFR.HL_24H:K13	0.7787
ISO002_MCF10A.EGFR.HL_24H:K15	ISO002_MCF10A.EGFR.HL_24H:K13	0.623
ASG002_A549_24H:F10	ASG002_A549_24H:F11	0.5978
ASG002_MCF7_24H:F10	ASG002_MCF7_24H:F11	0.7746
ASG003_MCF7_24H:B10	ASG003_MCF7_24H:B11	0.5327
ASG002_PC3_24H:F11	ASG002_PC3_24H:F10	0.7023
ASG003_XC.P026_24H:B11	ASG003_XC.P026_24H:B10	0.6036
ASG003_XC.P031_24H:B10	ASG003_XC.P031_24H:B11	0.6144
ASG003_XC.P033_24H:B11	ASG003_XC.P033_24H:B10	0.5763
ASG003_XC.P091_24H:B11	ASG003_XC.P091_24H:B10	0.6508
ASG003_XC.P901_24H:B10	ASG003_XC.P901_24H:B11	0.5753
ASG003_XC.P904_24H:B10	ASG003_XC.P904_24H:B11	0.6541
ASG003_XC.P909_24H:B11	ASG003_XC.P909_24H:B10	0.4546
ASG003_XC.P912_24H:B10	ASG003_XC.P912_24H:B11	0.7406
ASG003_XC.P915_24H:B11	ASG003_XC.P915_24H:B10	0.5443
ASG003_XC.P930_24H:B11	ASG003_XC.P930_24H:B10	0.7113
MOAR003_A375_24H:I24	MOAR003_A375_24H:I23	0.8789
MOAR005_A375_24H:O16	MOAR005_A375_24H:O17	0.7203
PBIOA014_A375_24H:M02	PBIOA014_A375_24H:M01	0.6743
PBIOA014_A549_24H:M01	PBIOA014_A549_24H:M02	0.5671
LJP009_CD34_24H:I07	LJP009_CD34_24H:I08	0.5645
PBIOA014_HCC515_24H:M02	PBIOA014_HCC515_24H:M01	0.6115
PBIOA014_HEPG2_24H:M02	PBIOA014_HEPG2_24H:M03	0.4457
PBIOA014_HEPG2_24H:M02	PBIOA014_HEPG2_24H:M01	0.4586
PBIOA014_HEPG2_24H:M03	PBIOA014_HEPG2_24H:M01	0.4182
LJP009_JURKAT_24H:I08	LJP009_JURKAT_24H:I07	0.3045
MOAR005_PC3_24H:O17	MOAR005_PC3_24H:O16	0.7108
PBIOA014_PC3_24H:M01	PBIOA014_PC3_24H:M02	0.7269
LJP009_SKL.C_24H:I08	LJP009_SKL.C_24H:I07	0.0134
LJP005_SKBR3_24H:N07	LJP005_SKBR3_24H:N08	0.6055
MUC.CP006_MCF7_24H:BRD-K48945537-001-01-5:1.1117	MUC.CP006_MCF7_24H:BRD-K48945537-001-01-5:3.3351	0.0692
CVD001_HEPG2_24H:BRD-K49049886-001-03-8:10	CVD001_HEPG2_24H:BRD-K49049886-001-03-8:2.5	0.4443
ASG003_MCF7_24H:K13	ASG003_MCF7_24H:K14	0.8014
MUC.CP004_MCF7_24H:BRD-K49049886-001-03-8:20	MUC.CP004_MCF7_24H:BRD-K49049886-001-03-8:10	0.3942
MUC.CP006_MCF7_24H:BRD-K49049886-001-03-8:40	MUC.CP006_MCF7_24H:BRD-K49049886-001-03-8:20	0.511
MUC.CP006_MCF7_24H:BRD-K49049886-001-03-8:40	MUC.CP006_MCF7_24H:BRD-K49049886-001-03-8:10	0.8314
MUC.CP006_MCF7_24H:BRD-K49049886-001-03-8:20	MUC.CP006_MCF7_24H:BRD-K49049886-001-03-8:10	0.5444
ASG003_WA09.AST_24H:K13	ASG003_WA09.AST_24H:K14	0.4076
ASG003_XC.P914_24H:K13	ASG003_XC.P914_24H:K14	0.2314
ASG003_XC.P922_24H:K14	ASG003_XC.P922_24H:K13	0.3906
PBIOA018_HT29_24H:G21	PBIOA018_HT29_24H:G20	0.2437
REP.A019_YAPC_24H:L01	REP.A019_YAPC_24H:L02	0.6456
PBIOA014_A375_24H:K13	PBIOA014_A375_24H:K14	0.7379
REP.A019_A375_24H:L13	REP.A019_A375_24H:L14	0.7932
ASG003_A549_24H:N02	ASG003_A549_24H:N01	0.6452
DOSVAL001_A549_24H:BRD-K49328571:10	DOSVAL001_A549_24H:BRD-K49328571:5	0.5635
LKCP001_A549_24H:L10	LKCP001_A549_24H:L11	0.6535
PBIOA014_A549_24H:K13	PBIOA014_A549_24H:K14	0.5919
DOSVAL001_HA1E_24H:BRD-K49328571:5	DOSVAL001_HA1E_24H:BRD-K49328571:10	0.7335
LJP009_HCC515_24H:G13	LJP009_HCC515_24H:G15	0.669
LJP007_HELA_24H:G14	LJP007_HELA_24H:G13	0.4887
LJP009_HELA_24H:G14	LJP009_HELA_24H:G13	0.6119
REP.A019_HELA_24H:L13	REP.A019_HELA_24H:L14	0.5094
PBIOA014_HEPG2_24H:K14	PBIOA014_HEPG2_24H:K13	0.3868
LJP009_HME1_24H:G13	LJP009_HME1_24H:G15	0.488
LJP009_HME1_24H:G13	LJP009_HME1_24H:G14	0.5881
LJP009_HME1_24H:G15	LJP009_HME1_24H:G14	0.6149
LJP005_HS578T_24H:D01	LJP005_HS578T_24H:D02	0.71
LJP006_HS578T_24H:I03	LJP006_HS578T_24H:I01	0.6562
LJP009_HUVEC_24H:G14	LJP009_HUVEC_24H:G15	0.6358
LJP009_HUVEC_24H:G14	LJP009_HUVEC_24H:G13	0.5268
LJP009_HUVEC_24H:G15	LJP009_HUVEC_24H:G13	0.4516
LCP001_MCF10A.PIK3CA.HH_24H:J01	LCP001_MCF10A.PIK3CA.HH_24H:J03	0.2606
LCP001_MCF10A.PIK3CA.HH_24H:J01	LCP001_MCF10A.PIK3CA.HH_24H:J02	0.6279
LCP001_MCF10A.PIK3CA.HH_24H:J03	LCP001_MCF10A.PIK3CA.HH_24H:J02	0.461
ASG003_MCF7_24H:N01	ASG003_MCF7_24H:N02	0.5641
DOSVAL001_MCF7_24H:BRD-K49328571:10	DOSVAL001_MCF7_24H:BRD-K49328571:5	0.4793
LJP008_NPC_24H:G13	LJP008_NPC_24H:G15	0.419
LJP009_NPC_24H:G13	LJP009_NPC_24H:G15	0.4563
LJP007_NPC.TAK_24H:G14	LJP007_NPC.TAK_24H:G13	0.4104
EMU001_OCILY19_24H:I19	EMU001_OCILY19_24H:I20	0.7556
